"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"9089","One Piece: Unlimited Adventure    ","Wii","Namco Bandai  ","0.07m","0.19m","22nd Jan 08  ","N/A","0.11m","0.01m"
"9090","CSI: Hard Evidence    ","X360","Ubisoft  ","0.07m","0.10m","26th Sep 07  ","0.02m","N/A","0.01m"
"9091","F1 2001    ","PS2","EA Sports  ","0.07m","0.15m","01st Oct 01  ","0.06m","N/A","0.02m"
"9092","Pro Evolution Soccer 2011    ","Wii","Konami  ","0.07m","0.22m","02nd Nov 10  ","0.10m","0.03m","0.02m"
"9093","South Park: The Stick of Truth    ","PC","Ubisoft  ","0.07m","0.19m","04th Mar 14  ","0.10m","N/A","0.02m"
"9094","Megamind: Ultimate Showdown    ","PS3","THQ  ","0.07m","0.15m","02nd Nov 10  ","0.06m","N/A","0.02m"
"9095","The Flintstones: Bedrock Bowling    ","PS","SouthPeak Interactive  ","0.07m","0.13m","19th Sep 00  ","0.05m","N/A","0.01m"
"9096","Chicken Run    ","PS","Eidos Interactive  ","0.07m","0.13m","15th Nov 00  ","0.05m","N/A","0.01m"
"9097","Persona 4 Arena Ultimax    ","X360","Atlus  ","0.07m","0.09m","30th Sep 14  ","0.01m","N/A","0.01m"
"9098","Kenka Bancho: Badass Rumble    ","PSP","Atlus  ","0.07m","0.29m","10th Nov 09  ","N/A","0.20m","0.01m"
"9099","Monster Jam: Maximum Destruction    ","GBA","Ubisoft  ","0.07m","0.10m","27th Mar 02  ","0.03m","N/A","0.00m"
"9100","History Civil War: Secret Missions    ","PS2","Activision  ","0.07m","0.15m","04th Nov 08  ","0.06m","N/A","0.02m"
"9101","NHL 09    ","PS2","Electronic Arts  ","0.07m","0.15m","04th Nov 08  ","0.06m","N/A","0.02m"
"9102","Gunslingers    ","Wii","Valcon Games  ","0.07m","0.15m","28th Jun 11  ","0.06m","N/A","0.02m"
"9103","Tales of Zesteria    ","PS3","Namco Bandai Games  ","0.07m","0.60m","20th Oct 15  ","0.07m","0.42m","0.03m"
"9104","Jillian Michaels Fitness Ultimatum 2010    ","DS","Majesco  ","0.07m","0.08m","20th Oct 09  ","N/A","N/A","0.01m"
"9105","NBA 2K Playgrounds 2    ","NS","2K Games  ","0.07m","0.14m","09th Nov 18  ","0.05m","N/A","0.01m"
"9106","Start the Party!    ","PS3","Sony Computer Entertainment  ","0.07m","0.62m","07th Sep 10  ","0.41m","N/A","0.13m"
"9107","Ultimate Card Games DS    ","DS","Telegames  ","0.07m","0.08m","17th Oct 08  ","N/A","N/A","0.01m"
"9108","My Stop Smoking Coach: Allen Carr's EasyWay    ","DS","Ubisoft  ","0.07m","0.09m","11th Nov 08  ","0.01m","N/A","0.01m"
"9109","Naruto Shippuden: Ultimate Ninja Storm Legacy    ","PS4","Namco Bandai Games  ","0.07m","0.16m","25th Aug 17  ","0.04m","0.03m","0.02m"
"9110","Rocky: Legends    ","XB","Ubisoft  ","0.07m","0.10m","28th Sep 04  ","0.02m","N/A","0.00m"
"9111","Hexyz Force    ","PSP","Atlus  ","0.07m","0.14m","25th May 10  ","N/A","0.06m","0.01m"
"9112","Nagano Winter Olympics '98    ","PS","Konami  ","0.07m","0.13m","31st Dec 97  ","0.05m","N/A","0.01m"
"9113","Summon Night: Twin Age    ","DS","Atlus  ","0.07m","0.13m","03rd Jun 08  ","N/A","0.05m","0.01m"
"9114","Disney Magic World 2    ","3DS","Nintendo  ","0.07m","0.58m","14th Oct 16  ","0.25m","0.23m","0.02m"
"9115","Rock Band 3    ","DS","MTV Games  ","0.07m","0.09m","26th Oct 10  ","0.01m","N/A","0.01m"
"9116","SeaWorld Adventure Parks: Shamu's Deep Sea Adventure    ","GC","Activision  ","0.07m","0.09m","08th Nov 05  ","0.02m","N/A","0.00m"
"9117","Mad Dog McCree: Gunslinger Pack    ","Wii","Majesco  ","0.07m","0.08m","16th Jun 09  ","0.00m","N/A","0.01m"
"9118","Kawasaki Quad Bikes    ","Wii","Destineer  ","0.07m","0.09m","31st Dec 07  ","0.01m","N/A","0.01m"
"9119","Yokai Watch Blasters: Red Cat Corps / White Dog Squad    ","3DS","Nintendo  ","0.07m","2.44m","07th Sep 18  ","0.05m","2.30m","0.01m"
"9120","NHL 2K7    ","X360","2K Sports  ","0.07m","0.08m","12th Sep 06  ","0.00m","N/A","0.01m"
"9121","The Unholy War    ","PS","Eidos Interactive  ","0.07m","0.13m","30th Sep 98  ","0.05m","N/A","0.01m"
"9122","Ultimate Shooting Collection    ","Wii","UFO Interactive  ","0.07m","0.08m","02nd Feb 09  ","N/A","N/A","0.00m"
"9123","Star Trek: Voyager Elite Force    ","PS2","Majesco  ","0.07m","0.15m","06th Dec 01  ","0.06m","N/A","0.02m"
"9124","Odama    ","GC","Nintendo  ","0.07m","0.11m","10th Apr 06  ","0.02m","0.02m","0.00m"
"9125","Pac-Man World 3    ","GC","Namco  ","0.07m","0.09m","17th Nov 05  ","0.02m","N/A","0.00m"
"9126","Rock Revolution    ","Wii","Konami  ","0.07m","0.08m","11th Nov 08  ","N/A","N/A","0.01m"
"9127","Pro Evolution Soccer 2016    ","X360","Konami Digital Entertainment  ","0.07m","0.13m","15th Sep 15  ","0.05m","N/A","0.01m"
"9128","Mimana Iyar Chronicle    ","PSP","Aksys Games  ","0.07m","0.09m","30th Mar 10  ","N/A","0.01m","0.01m"
"9129","MTX Mototrax    ","XB","Activision  ","0.07m","0.10m","02nd Mar 04  ","0.02m","N/A","0.00m"
"9130","Rocky    ","GC","Ubisoft  ","0.07m","0.09m","17th Nov 02  ","0.02m","N/A","0.00m"
"9131","187: Ride or Die    ","PS2","Ubisoft  ","0.07m","0.15m","23rd Aug 05  ","0.06m","N/A","0.02m"
"9132","NASCAR The Game: Inside Line    ","PS3","Activision  ","0.07m","0.09m","06th Nov 12  ","N/A","N/A","0.02m"
"9133","Lego Star Wars: The Force Awakens    ","PS3","Warner Bros. Interactive Entertainment  ","0.07m","0.35m","28th Jun 16  ","0.22m","N/A","0.05m"
"9134","Code Lyoko: Fall of X.A.N.A.    ","DS","Game Factory  ","0.07m","0.08m","20th Jun 08  ","N/A","N/A","0.01m"
"9135","Armored Core: Silent Line    ","PS2","Agetec  ","0.07m","0.31m","17th Jul 03  ","0.06m","0.16m","0.02m"
"9136","Total War: Shogun 2 - Fall of the Samurai    ","PC","Sega  ","0.07m","0.20m","23rd Mar 12  ","0.10m","N/A","0.02m"
"9137","Wolfenstein: The Old Blood    ","XOne","Bethesda Softworks  ","0.07m","0.15m","05th May 15  ","0.07m","N/A","0.01m"
"9138","7 Wonders of the Ancient World    ","PSP","Mumbo Jumbo  ","0.07m","0.08m","23rd Apr 07  ","N/A","N/A","0.01m"
"9139","Drama Queens    ","DS","Majesco  ","0.07m","0.08m","12th May 09  ","0.00m","N/A","0.01m"
"9140","eJay Clubworld    ","PS2","Crave Entertainment  ","0.07m","0.15m","30th Jul 03  ","0.06m","N/A","0.02m"
"9141","Kung Fu Panda 2    ","Wii","THQ  ","0.07m","0.13m","24th May 11  ","0.05m","N/A","0.01m"
"9142","No Fear Downhill Mountain Biking    ","PS","Codemasters  ","0.07m","0.13m","30th Nov 99  ","0.05m","N/A","0.01m"
"9143","River King: Mystic Valley (US sales)    ","DS","Natsume  ","0.07m","0.07m","29th Apr 08  ","N/A","N/A","N/A"
"9144","Trinity Universe    ","PS3","NIS America  ","0.07m","0.18m","29th Jun 10  ","0.06m","0.03m","0.02m"
"9145","Reign of Fire    ","XB","BAM! Entertainment  ","0.07m","0.10m","22nd Oct 02  ","0.02m","N/A","0.00m"
"9146","Disruptor    ","PS","Universal Interactive  ","0.07m","0.13m","20th Nov 96  ","0.05m","N/A","0.01m"
"9147","Dynasty Warriors: Gundam 2    ","X360","Namco Bandai  ","0.07m","0.19m","21st Apr 09  ","0.03m","0.08m","0.01m"
"9148","X-Blades    ","PS3","SouthPeak Interactive  ","0.07m","0.14m","10th Feb 09  ","0.03m","0.02m","0.01m"
"9149","Persona 5    ","PS3","Atlus  ","0.07m","0.24m","04th Apr 17  ","0.02m","0.14m","0.02m"
"9150","Generator Rex: Agent of Providence    ","Wii","Activision  ","0.07m","0.09m","01st Nov 11  ","0.01m","N/A","0.01m"
"9151","Blue Reflection: Maboroshi ni Mau - Shoujo no Ken    ","PS4","Tecmo Koei  ","0.07m","0.14m","26th Sep 17  ","N/A","0.06m","0.02m"
"9152","Borderlands 2 VR    ","PS4","2K Games  ","0.07m","0.09m","14th Dec 18  ","N/A","N/A","0.02m"
"9153","Fist of the North Star: Ken's Rage    ","X360","Tecmo Koei  ","0.07m","0.16m","02nd Nov 10  ","0.02m","0.06m","0.01m"
"9154","Major League Baseball 2K8    ","PS2","2K Sports  ","0.07m","0.15m","03rd Mar 08  ","0.06m","N/A","0.02m"
"9155","Paragon    ","PS4","Sony Interactive Entertainment  ","0.07m","0.09m","07th Jun 16  ","N/A","N/A","0.02m"
"9156","Déraciné    ","PS4","Sony Interactive Entertainment  ","0.07m","0.10m","06th Nov 18  ","N/A","0.01m","0.02m"
"9157","Fugitive Hunter: War on Terror    ","PS2","Encore  ","0.07m","0.15m","18th Nov 03  ","0.06m","N/A","0.02m"
"9158","Hitman: HD Trilogy    ","X360","Square Enix  ","0.07m","0.17m","29th Jan 13  ","0.09m","N/A","0.01m"
"9159","Wordfish    ","DS","Ubisoft  ","0.07m","0.08m","02nd Dec 08  ","0.00m","N/A","0.01m"
"9160","Van Helsing    ","GBA","VU Games  ","0.07m","0.10m","06th May 04  ","0.03m","N/A","0.00m"
"9161","Cabela's Adventure Camp    ","X360","Activision  ","0.07m","0.10m","01st Nov 11  ","0.02m","N/A","0.01m"
"9162","Ice Age 2: The Meltdown    ","XB","Vivendi Games  ","0.07m","0.10m","14th Mar 06  ","0.02m","N/A","0.00m"
"9163","Disney Golf    ","PS2","Electronic Arts  ","0.07m","0.17m","16th Oct 02  ","0.06m","0.02m","0.02m"
"9164","Pop'n Music    ","Wii","Konami  ","0.07m","0.08m","13th Nov 09  ","N/A","0.00m","0.01m"
"9165","My Friends    ","DS","O-Games  ","0.07m","0.08m","28th Jul 09  ","0.00m","N/A","0.01m"
"9166","Persona Dancing: Endless Night Collection    ","PS4","Atlus  ","0.07m","0.13m","04th Dec 18  ","N/A","0.04m","0.02m"
"9167","Green Lantern: Rise of the Manhunters    ","X360","Warner Bros. Interactive  ","0.07m","0.13m","07th Jun 11  ","0.04m","N/A","0.01m"
"9168","FlatOut: Ultimate Carnage    ","X360","Empire Interactive  ","0.07m","0.11m","02nd Oct 07  ","0.03m","N/A","0.01m"
"9169","Petz Fantasy: Sunshine Magic    ","DS","Ubisoft  ","0.07m","0.08m","05th Oct 10  ","0.00m","N/A","0.01m"
"9170","Salon Superstar    ","DS","505 Games  ","0.07m","0.08m","08th Dec 09  ","N/A","N/A","0.00m"
"9171","Monster Trucks DS    ","DS","Majesco  ","0.07m","0.08m","23rd Nov 05  ","0.00m","N/A","0.01m"
"9172","Freekstyle    ","GC","EA Sports BIG   ","0.07m","0.09m","05th Sep 02  ","0.02m","N/A","0.00m"
"9173","Garfield's Fun Fest    ","DS","DSI Games  ","0.07m","0.11m","29th Aug 08  ","0.03m","N/A","0.01m"
"9174","MotoGP 2    ","XB","THQ  ","0.07m","0.10m","21st May 03  ","0.02m","N/A","0.00m"
"9175","Disney Princess: Enchanting Storybooks     ","DS","THQ  ","0.07m","0.12m","01st Nov 11  ","0.03m","N/A","0.01m"
"9176","Pursuit Force: Extreme Justice    ","PSP","Sony Computer Entertainment  ","0.07m","0.17m","29th Jan 08  ","0.07m","N/A","0.03m"
"9177","Chronicles of Mystery: Curse of the Ancient Temple    ","DS","City Interactive  ","0.07m","0.20m","27th Oct 09  ","0.10m","N/A","0.02m"
"9178","Disney's Meet the Robinsons    ","X360","Disney Interactive Studios  ","0.07m","0.08m","27th Mar 07  ","0.00m","N/A","0.01m"
"9179","Alien Hominid    ","GC","O3 Entertainment  ","0.07m","0.09m","23rd Nov 04  ","0.02m","N/A","0.00m"
"9180","Major League Baseball 2K12    ","DS","Take-Two Interactive  ","0.07m","0.08m","06th Mar 12  ","N/A","N/A","0.01m"
"9181","Skylanders: SuperChargers Racing    ","Wii","Activision  ","0.07m","0.23m","20th Sep 15  ","0.15m","N/A","0.02m"
"9182","Playmobil Pirates    ","DS","DreamCatcher Interactive  ","0.07m","0.08m","22nd Dec 09  ","0.00m","N/A","0.01m"
"9183","R.B.I. Baseball 2017    ","NS","MLB.com  ","0.07m","0.08m","05th Sep 17  ","N/A","N/A","0.01m"
"9184","Ultimate Duck Hunting    ","Wii","Zoo Digital Publishing  ","0.07m","0.08m","25th Aug 09  ","N/A","N/A","0.01m"
"9185","Disney's The Jungle Book    ","GBA","Ubisoft  ","0.07m","0.10m","11th Feb 03  ","0.03m","N/A","0.00m"
"9186","Import Tuner Challenge (American sales)    ","X360","Ubisoft  ","0.07m","0.09m","26th Sep 06  ","0.01m","N/A","0.01m"
"9187","Deca Sports DS    ","DS","Hudson Soft  ","0.07m","0.10m","02nd Mar 10  ","0.02m","N/A","0.01m"
"9188","Man vs. Wild    ","Wii","Crave Entertainment  ","0.07m","0.08m","26th Apr 11  ","N/A","N/A","0.00m"
"9189","Tom Clancy's Splinter Cell    ","GBA","Ubisoft  ","0.07m","0.10m","27th Apr 03  ","0.03m","N/A","0.00m"
"9190","Ben 10 Galactic Racing    ","X360","D3 Publisher  ","0.07m","0.10m","18th Oct 11  ","0.02m","N/A","0.01m"
"9191","SpongeBob's Truth or Square    ","DS","THQ  ","0.07m","0.15m","26th Oct 09  ","0.07m","N/A","0.01m"
"9192","Cloudy With a Chance of Meatballs    ","PSP","Ubisoft  ","0.07m","0.08m","15th Sep 09  ","0.00m","N/A","0.01m"
"9193","Dawn of Heroes    ","DS","Majesco  ","0.07m","0.08m","17th Aug 10  ","N/A","N/A","0.01m"
"9194","Crush    ","PSP","Sega  ","0.07m","0.08m","29th May 07  ","0.00m","N/A","0.01m"
"9195","MX SuperFly featuring Ricky Carmichael    ","XB","THQ  ","0.07m","0.10m","20th Nov 02  ","0.02m","N/A","0.00m"
"9196","Duke Nukem 3D: 20th Anniversary World Tour    ","PS4","Gearbox Software  ","0.07m","0.09m","18th Oct 16  ","N/A","N/A","0.02m"
"9197","MotoGP 2: Ultimate Racing Technology    ","PS2","Namco  ","0.07m","0.15m","22nd Jan 02  ","0.06m","N/A","0.02m"
"9198","ATV Drift & Tricks    ","PS4","Maximum Games  ","0.07m","0.09m","07th Nov 17  ","N/A","N/A","0.02m"
"9199","Dino Stalker    ","PS2","Capcom  ","0.07m","0.22m","09th Sep 02  ","0.06m","0.08m","0.02m"
"9200","BMX XXX    ","PS2","Acclaim Entertainment  ","0.07m","0.15m","16th Nov 02  ","0.06m","N/A","0.02m"
"9201","National Geographic Challenge!    ","Wii","Ignition Entertainment  ","0.07m","0.10m","23rd Nov 11  ","0.02m","N/A","0.01m"
"9202","I-Ninja    ","GC","Namco  ","0.07m","0.09m","04th Dec 03  ","0.02m","N/A","0.00m"
"9203","Minority Report: Everybody Runs    ","XB","Activision  ","0.07m","0.10m","18th Nov 02  ","0.02m","N/A","0.00m"
"9204","Beyblade: Metal Fusion    ","DS","Hudson Soft  ","0.07m","0.25m","09th Nov 10  ","0.03m","0.14m","0.01m"
"9205","Code Lyoko: Quest for Infinity    ","Wii","Game Factory  ","0.07m","0.10m","16th Nov 07  ","0.02m","N/A","0.01m"
"9206","Ultimate Party Challenge    ","Wii","Konami  ","0.07m","0.08m","03rd Nov 09  ","N/A","N/A","0.01m"
"9207","Little League World Series Baseball 2010    ","PS3","Activision  ","0.07m","0.08m","20th Jul 10  ","N/A","N/A","0.01m"
"9208","James Noir's Hollywood Crimes    ","3DS","Ubisoft  ","0.07m","0.16m","01st Nov 11  ","0.07m","N/A","0.01m"
"9209","Playboy: The Mansion    ","XB","ARUSH Entertainment  ","0.07m","0.09m","25th Jan 05  ","0.02m","N/A","0.00m"
"9210","Team Elimination Games    ","Wii","Ubisoft  ","0.07m","0.08m","10th Nov 09  ","N/A","N/A","0.01m"
"9211","LEGO Harry Potter Collection    ","PS4","Warner Bros. Interactive Entertainment  ","0.07m","0.88m","18th Oct 16  ","0.68m","N/A","0.13m"
"9212","Dreamer Series: Shop Owner    ","DS","DreamCatcher Interactive  ","0.07m","0.08m","12th May 09  ","0.00m","N/A","0.01m"
"9213","Shadow Hearts: From The New World    ","PS2","Xseed Games  ","0.07m","0.14m","07th Mar 06  ","0.06m","N/A","0.02m"
"9214","Whacked!    ","XB","Microsoft Game Studios  ","0.07m","0.09m","08th Oct 02  ","0.02m","N/A","0.00m"
"9215","CSI: 3 Dimensions of Murder    ","PS2","Ubisoft  ","0.07m","0.14m","25th Sep 07  ","0.06m","N/A","0.02m"
"9216","Diva Girls: Divas on Ice    ","Wii","505 Games  ","0.07m","0.08m","16th Jun 09  ","0.00m","N/A","0.01m"
"9217","Rumble Roses XX    ","X360","Konami  ","0.07m","0.13m","28th Mar 06  ","0.01m","0.04m","0.01m"
"9218","Barbarian    ","PS2","Titus  ","0.07m","0.14m","27th Jun 02  ","0.06m","N/A","0.02m"
"9219","Whac-A-Mole    ","DS","Activision  ","0.07m","0.08m","21st Sep 05  ","N/A","N/A","0.01m"
"9220","New International Track & Field     ","DS","Konami  ","0.07m","0.08m","22nd Jul 08  ","0.00m","0.00m","0.01m"
"9221","JASF: Jane's Advanced Strike Fighters    ","PS3","Unknown  ","0.07m","0.11m","31st Oct 11  ","0.03m","N/A","0.01m"
"9222","Assault: Retribution    ","PS","Midway Games  ","0.07m","0.13m","31st Oct 98  ","0.05m","N/A","0.01m"
"9223","Mega Man X Legacy Collection 1+2    ","PS4","Capcom Entertainment  ","0.07m","0.14m","24th Jul 18  ","N/A","0.05m","0.02m"
"9224","Subnautica    ","PS4","Gearbox Software  ","0.07m","0.12m","04th Dec 18  ","0.03m","N/A","0.02m"
"9225","The Secret World    ","PC","Electronic Arts  ","0.07m","0.17m","03rd Jul 12  ","0.08m","N/A","0.02m"
"9226","Prison Break: The Conspiracy    ","X360","Deep Silver  ","0.07m","0.21m","30th Mar 10  ","0.11m","N/A","0.02m"
"9227","Storybook Workshop    ","Wii","Konami  ","0.07m","0.08m","01st Dec 09  ","N/A","N/A","0.01m"
"9228","Crash 'N' Burn    ","XB","Eidos Interactive  ","0.07m","0.09m","16th Nov 04  ","0.02m","N/A","0.00m"
"9229","Aliens in the Attic    ","Wii","Playlogic Game Factory  ","0.07m","0.08m","28th Jul 09  ","0.00m","N/A","0.01m"
"9230","F1 Race Stars    ","PS3","Codemasters  ","0.07m","0.32m","13th Nov 12  ","0.20m","N/A","0.05m"
"9231","MLB Front Office Manager    ","PS3","2K Sports  ","0.07m","0.08m","26th Jan 09  ","N/A","N/A","0.01m"
"9232","Blades of Time    ","X360","Konami Digital Entertainment  ","0.07m","0.10m","06th Mar 12  ","0.02m","0.00m","0.01m"
"9233","Jurassic: The Hunted    ","PS2","Activision  ","0.07m","0.14m","03rd Nov 09  ","0.06m","N/A","0.02m"
"9234","NFL Blitz 20-02    ","XB","Midway Games  ","0.07m","0.09m","18th Mar 02  ","0.02m","N/A","0.00m"
"9235","Power Rangers: Super Legends    ","PS2","Disney Interactive Studios  ","0.07m","0.14m","06th Nov 07  ","0.06m","N/A","0.02m"
"9236","Darksiders II    ","WiiU","THQ  ","0.07m","0.16m","18th Nov 12  ","0.07m","N/A","0.01m"
"9237","Deepak Chopra's Leela    ","X360","THQ  ","0.07m","0.13m","08th Nov 11  ","0.05m","N/A","0.01m"
"9238","Robots    ","XB","VU Games  ","0.07m","0.09m","24th Feb 05  ","0.02m","N/A","0.00m"
"9239","GRID 2    ","PS3","Codemasters  ","0.07m","0.38m","28th May 13  ","0.25m","0.01m","0.06m"
"9240","Surf Riders    ","PS","Ubisoft  ","0.07m","0.13m","01st Aug 00  ","0.05m","N/A","0.01m"
"9241","Touch My Katamari     ","PSV","Namco Bandai Games  ","0.07m","0.14m","21st Feb 12  ","0.04m","N/A","0.03m"
"9242","Fatal Frame    ","PS2","Tecmo  ","0.07m","0.14m","04th Mar 02  ","0.06m","N/A","0.02m"
"9243","World Championship Poker: Deluxe Series    ","DS","Crave Entertainment  ","0.07m","0.08m","17th Apr 05  ","0.00m","N/A","0.01m"
"9244","El Shaddai: Ascension of the Metatron    ","X360","Ignition Entertainment  ","0.07m","0.16m","16th Aug 11  ","0.05m","0.03m","0.01m"
"9245","MX SuperFly featuring Ricky Carmichael    ","GC","THQ  ","0.07m","0.09m","25th Jun 02  ","0.02m","N/A","0.00m"
"9246","Wild ARMs 4    ","PS2","Xseed Games  ","0.07m","0.14m","10th Jan 06  ","0.06m","N/A","0.02m"
"9247","Agents of Mayhem    ","XOne","Deep Silver  ","0.07m","0.11m","15th Aug 17  ","0.03m","N/A","0.01m"
"9248","Nickelodeon Kart Racers    ","PS4","GameMill Entertainment  ","0.07m","0.09m","23rd Oct 18  ","N/A","N/A","0.02m"
"9249","Casper: Spirit Dimensions    ","PS2","TDK Mediactive  ","0.07m","0.14m","30th Sep 01  ","0.05m","N/A","0.02m"
"9250","World Cup Golf: Professional Edition    ","PS","U.S. Gold  ","0.07m","0.13m","01st Jan 96  ","0.05m","N/A","0.01m"
"9251","Black Dawn    ","PS","Virgin Interactive  ","0.07m","0.13m","30th Sep 96  ","0.05m","N/A","0.01m"
"9252","Killer Instinct (2013)    ","XOne","Microsoft Studios  ","0.07m","0.11m","23rd Sep 14  ","0.03m","N/A","0.01m"
"9253","Batman Beyond: Return of the Joker    ","N64","Ubisoft  ","0.07m","0.09m","13th Dec 00  ","0.02m","N/A","0.00m"
"9254","Golden Nugget 64    ","N64","Electronic Arts  ","0.07m","0.09m","08th Dec 98  ","0.02m","N/A","0.00m"
"9255","Mystical Ninja starring Goemon    ","N64","Konami  ","0.07m","0.36m","16th Apr 98  ","0.02m","0.23m","0.04m"
"9256","NHL Breakaway 99    ","N64","Acclaim Entertainment  ","0.07m","0.08m","27th Nov 98  ","0.01m","N/A","0.00m"
"9257","Overcooked! 2    ","PS4","Sold Out  ","0.07m","0.16m","07th Aug 18  ","0.06m","N/A","0.03m"
"9258","Robotron 64    ","N64","Crave Entertainment  ","0.07m","0.09m","06th Jan 98  ","0.02m","N/A","0.00m"
"9259","V-Rally Edition 99    ","N64","Infogrames  ","0.07m","0.09m","31st Aug 99  ","0.02m","N/A","0.00m"
"9260","Legend of the Guardians: The Owls of Ga'Hoole    ","PS3","Warner Bros. Interactive  ","0.07m","0.09m","14th Sep 10  ","0.01m","N/A","0.01m"
"9261","Mana Khemia 2: Fall of Alchemy    ","PS2","NIS America  ","0.07m","0.20m","25th Aug 09  ","0.05m","0.05m","0.02m"
"9262","F1 2014    ","PS3","Codemasters  ","0.07m","0.42m","21st Oct 14  ","0.27m","0.02m","0.06m"
"9263","NASCAR: Dirt to Daytona    ","GC","Infogrames  ","0.07m","0.09m","27th Nov 02  ","0.02m","N/A","0.00m"
"9264","Warriors of Might and Magic    ","PS","3DO  ","0.07m","0.13m","07th Feb 01  ","0.05m","N/A","0.01m"
"9265","Damnation    ","PS3","Codemasters  ","0.07m","0.09m","26th May 09  ","0.01m","N/A","0.01m"
"9266","The Cursed Crusade    ","PS3","Atlus  ","0.07m","0.17m","25th Oct 11  ","0.07m","0.01m","0.02m"
"9267","Jambo! Safari Animal Rescue    ","Wii","Sega  ","0.07m","0.09m","17th Nov 09  ","0.01m","N/A","0.01m"
"9268","Crash Boom Bang!    ","DS","Sierra Entertainment  ","0.07m","0.09m","10th Oct 06  ","0.01m","N/A","0.01m"
"9269","Supreme Commander    ","X360","Aspyr  ","0.07m","0.09m","23rd Jun 08  ","0.01m","N/A","0.01m"
"9270","Second Sight    ","PS2","Codemasters  ","0.07m","0.14m","21st Sep 04  ","0.05m","N/A","0.02m"
"9271","MotoGP    ","XB","THQ  ","0.07m","0.09m","19th May 02  ","0.02m","N/A","0.00m"
"9272","Monster House    ","PS2","THQ  ","0.07m","0.14m","18th Jul 06  ","0.05m","N/A","0.02m"
"9273","Phantom Brave    ","PS2","NIS America  ","0.07m","0.14m","31st Aug 04  ","0.05m","N/A","0.02m"
"9274","PQ: Practical Intelligence Quotient    ","PSP","D3 Publisher  ","0.07m","0.08m","10th Jan 06  ","0.00m","N/A","0.01m"
"9275","Scooby-Doo! Unmasked    ","DS","THQ  ","0.07m","0.09m","18th Oct 05  ","0.01m","N/A","0.01m"
"9276","SkullMonkeys    ","PS","Electronic Arts  ","0.07m","0.13m","31st Jan 98  ","0.05m","N/A","0.01m"
"9277","Funky Barn    ","3DS","Ubisoft  ","0.07m","0.12m","03rd Apr 12  ","0.04m","N/A","0.01m"
"9278","Party Pigs: Farmyard Games    ","Wii","Destineer  ","0.07m","0.08m","19th May 09  ","N/A","N/A","0.00m"
"9279","The Hardy Boys: The Hidden Theft    ","Wii","DreamCatcher Interactive  ","0.07m","0.11m","22nd Sep 09  ","0.03m","N/A","0.01m"
"9280","MLB SlugFest 20-04    ","XB","Midway Games  ","0.07m","0.09m","16th Mar 03  ","0.02m","N/A","0.00m"
"9281","Mojo!    ","PS2","Crave Entertainment  ","0.07m","0.14m","26th Aug 03  ","0.05m","N/A","0.02m"
"9282","Beaterator    ","PSP","Rockstar Games  ","0.07m","0.11m","01st Oct 09  ","0.02m","N/A","0.02m"
"9283","Dungeon Maker II: The Hidden War     ","PSP","UFO Interactive  ","0.07m","0.08m","09th Dec 08  ","N/A","N/A","0.01m"
"9284","Super Baseball    ","2600","Atari  ","0.07m","0.07m","01st Jan 88  ","0.00m","N/A","0.00m"
"9285","Super Football    ","2600","Atari  ","0.07m","0.08m","01st Jan 88  ","0.00m","N/A","0.00m"
"9286","Darksiders    ","PC","THQ  ","0.07m","0.15m","23rd Sep 10  ","0.06m","N/A","0.01m"
"9287","Call of Duty: WWII    ","PC","Activision  ","0.07m","0.19m","03rd Nov 17  ","0.11m","N/A","0.01m"
"9288","Jonny Moseley Mad Trix    ","PS2","3DO  ","0.07m","0.14m","26th Dec 01  ","0.05m","N/A","0.02m"
"9289","Lost in Blue: Shipwrecked    ","Wii","Konami  ","0.07m","0.08m","23rd Sep 08  ","0.00m","N/A","0.01m"
"9290","Fire Emblem Warriors    ","3DS","Nintendo  ","0.07m","0.15m","20th Oct 17  ","0.03m","0.04m","0.01m"
"9291","MTV Music Generator 3: This Is the Remix    ","PS2","Codemasters  ","0.07m","0.14m","22nd Jun 04  ","0.05m","N/A","0.02m"
"9292","Conduit 2    ","Wii","Sega  ","0.07m","0.12m","19th Apr 11  ","0.04m","N/A","0.01m"
"9293","Ford Mustang: The Legend Lives    ","XB","2K Games  ","0.07m","0.09m","20th Apr 05  ","0.02m","N/A","0.00m"
"9294","Alien Syndrome    ","PSP","Sega  ","0.07m","0.08m","24th Jul 07  ","0.00m","N/A","0.01m"
"9295","Truth or Lies    ","X360","THQ  ","0.07m","0.11m","14th Sep 10  ","0.03m","N/A","0.01m"
"9296","Toy Soldiers: War Chest    ","XOne","Ubisoft  ","0.07m","0.08m","11th Aug 15  ","N/A","N/A","0.01m"
"9297","MX vs ATV All Out     ","XOne","THQ Nordic  ","0.07m","0.08m","27th Mar 18  ","N/A","N/A","0.01m"
"9298","Dengeki Bunko Fighting Climax    ","PS3","Sega  ","0.07m","0.19m","06th Oct 15  ","0.00m","0.10m","0.02m"
"9299","Actua Tennis    ","PS","Gremlin Interactive Ltd  ","0.07m","0.13m","01st Jan 98  ","0.05m","N/A","0.01m"
"9300","PaRappa The Rapper 2    ","PS2","Sony Computer Entertainment  ","0.07m","0.14m","23rd Jan 02  ","0.05m","N/A","0.02m"
