"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"229","K-Nika    ","And","Devilish Developments  ","N/A","N/A","16th Jul 14  ","N/A","N/A","N/A"
"230","K-On! After School Live!! HD Ver.    ","PS3","Sega  ","N/A","0.03m","21st Jun 12  ","N/A","0.03m","N/A"
"231","K-ON! Houkago Live!!    ","PSP","Sega  ","N/A","0.25m","30th Sep 10  ","N/A","0.25m","N/A"
"232","K-Razy Shoot-out    ","5200","CBS Electronics  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"233","K.O. King    ","PS2","Phoenix Games  ","N/A","N/A","03rd Nov 06  ","N/A","N/A","N/A"
"234","Ka 2: Let's Go Hawaii    ","PS2","Sony Computer Entertainment  ","N/A","N/A","03rd Jul 03  ","N/A","N/A","N/A"
"235","KA-52 Team Alligator    ","PC","GT Interactive  ","N/A","N/A","31st Mar 00  ","N/A","N/A","N/A"
"236","Ka-blooey    ","SNES","Kemco  ","N/A","N/A","01st Aug 92  ","N/A","N/A","N/A"
"237","Kabama    ","X360","Triangle Service  ","N/A","N/A","24th Apr 14  ","N/A","N/A","N/A"
"238","Kaboom!    ","5200","Activision  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"239","Kabu Trader Shun    ","DS","Capcom  ","N/A","0.03m","07th Jun 07  ","N/A","0.03m","N/A"
"240","Kabuki Klash (CD)    ","NG","Hudson Soft  ","N/A","N/A","24th Nov 95  ","N/A","N/A","N/A"
"241","Kabuki Machi Reach Mahjong    ","SNES","Pony Canyon  ","N/A","N/A","15th Jul 94  ","N/A","N/A","N/A"
"242","Kabuki Quantum Fighter    ","NES","HAL Laboratory  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"243","Kabuki Samurai Sensei: Bride of Shadows    ","3DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"244","Kabushiki Baibai Trainer: Kabutore!    ","DS","Konami  ","N/A","0.10m","14th Dec 06  ","N/A","0.10m","N/A"
"245","Kabushiki Baibai Trainer: Kabutore! Next    ","DS","Konami  ","N/A","0.02m","29th Nov 07  ","N/A","0.02m","N/A"
"246","Kadenz fermata//Akkord:fortissimo    ","PSV","5pb  ","N/A","0.02m","01st Jan 15  ","N/A","0.02m","N/A"
"247","Kadenz Fermata//Akkord:Fortissimo    ","PSV","5pb  ","N/A","N/A","11th Dec 14  ","N/A","N/A","N/A"
"248","Kado-Chan Shiki Doko Demo Kin Trai-Navi    ","DS","Marvelous Interactive  ","N/A","N/A","05th Jul 07  ","N/A","N/A","N/A"
"249","Kaen Seibo: The Virgin on Megiddo    ","DC","Hiromi  ","N/A","N/A","02nd Aug 01  ","N/A","N/A","N/A"
"250","Kaena    ","PS2","Namco  ","N/A","N/A","15th Apr 04  ","N/A","N/A","N/A"
"251","Kaeru B Back    ","GBA","Kadokawa Shoten  ","N/A","N/A","29th Mar 02  ","N/A","N/A","N/A"
"252","Kaeru Batake de Tsukamaete    ","PS2","Takuyo  ","N/A","N/A","28th Apr 10  ","N/A","N/A","N/A"
"253","Kaeru Batake de Tsukamaete Portable    ","PSP","Takuyo  ","N/A","N/A","11th Nov 10  ","N/A","N/A","N/A"
"254","Kaeru Batake de Tsukamaete: Natsu Senbokuryou Sansen Portable    ","PSP","Takuyo  ","N/A","N/A","16th Jun 11  ","N/A","N/A","N/A"
"255","Kaeru Batake de Tsukamete: Natsu Senbokuryou Sansen!    ","PS2","Takuyo  ","N/A","N/A","28th Dec 10  ","N/A","N/A","N/A"
"256","Kaeru no Tame ni Kane wa Naru    ","GB","Nintendo  ","N/A","N/A","14th Sep 92  ","N/A","N/A","N/A"
"257","Kaettekita Cyborg Kuro-Chan    ","PS","Konami  ","N/A","N/A","28th Nov 02  ","N/A","N/A","N/A"
"258","Kaettekita Mario Bros. (FDS)    ","NES","Nintendo  ","N/A","N/A","30th Nov 88  ","N/A","N/A","N/A"
"259","Kagami Hana Suigetsu    ","PC","Vega  ","N/A","N/A","14th Feb 03  ","N/A","N/A","N/A"
"260","Kage no Sekuharist: Haramase Oui Keishou Soudou    ","PC","Unknown  ","N/A","N/A","26th Aug 11  ","N/A","N/A","N/A"
"261","Kageyama Hideo no Hanpuku Ondoku DS Eigo    ","DS","IE Institute  ","N/A","0.00m","04th Dec 08  ","N/A","0.00m","N/A"
"262","Kageyama Hideo no IQ Teacher DS    ","DS","IE Institute  ","N/A","N/A","30th Mar 06  ","N/A","N/A","N/A"
"263","Kahoots    ","PSN","Honeyslug  ","N/A","N/A","23rd Nov 09  ","N/A","N/A","N/A"
"264","Kai Illust Puzzle Guru Guru Logic    ","DSiW","Nintendo  ","N/A","N/A","02nd Dec 09  ","N/A","N/A","N/A"
"265","Kai no Bouken: The Quest of Ki    ","NES","Namco  ","N/A","N/A","22nd Jul 88  ","N/A","N/A","N/A"
"266","Kaidan Restaurant: Ura Menu 100-Sen    ","DS","Namco Bandai  ","N/A","0.08m","03rd Jun 10  ","N/A","0.08m","N/A"
"267","Kaidan Restaurant: Zoku! Shin Menu 100-Sen    ","DS","Namco Bandai  ","N/A","0.03m","30th Jun 11  ","N/A","0.03m","N/A"
"268","Kaido Racer    ","PS2","Konami  ","N/A","N/A","18th Nov 05  ","N/A","N/A","N/A"
"269","Kaijin Zona    ","GB","Nintendo  ","N/A","N/A","21st Oct 00  ","N/A","N/A","N/A"
"270","Kaiju Panic    ","XOne","Mechabit  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"271","Kaiju Panic    ","Linux","Mechabit  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"272","Kaiju Panic    ","OSX","Mechabit  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"273","Kaiju Panic    ","PC","Mechabit  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"274","Kaijuu Busters    ","DS","Namco Bandai  ","N/A","0.12m","03rd Dec 09  ","N/A","0.12m","N/A"
"275","Kaijuu Busters Powered    ","DS","Namco Bandai  ","N/A","0.08m","20th Jan 11  ","N/A","0.08m","N/A"
"276","Kaijuu Monogatari    ","NES","Namco  ","N/A","N/A","18th Nov 88  ","N/A","N/A","N/A"
"277","Kaijuu Senki    ","PS","Produce!  ","N/A","N/A","15th Nov 96  ","N/A","N/A","N/A"
"278","Kaijuu-On Godzilla    ","GB","Bandai  ","N/A","N/A","17th Dec 93  ","N/A","N/A","N/A"
"279","Kaikan Phrase    ","PS","Enix  ","N/A","N/A","24th Feb 00  ","N/A","N/A","N/A"
"280","Kaiketsu Zorori to Mahou no Yuuenchi    ","GBA","Bandai  ","N/A","N/A","15th Jul 04  ","N/A","N/A","N/A"
"281","Kaiketsu Zorori: Mezase! Itazura King    ","PS2","Bandai  ","N/A","N/A","28th Apr 04  ","N/A","N/A","N/A"
"282","Kairobotica    ","And","Kairosoft Co.,Ltd  ","N/A","N/A","29th Jul 14  ","N/A","N/A","N/A"
"283","Kaisen Game: Radar War    ","DSiW","Unknown  ","N/A","N/A","23rd Jun 10  ","N/A","N/A","N/A"
"284","Kaishin!! Derby Analyst    ","PS","Media Entertainment  ","N/A","N/A","21st Dec 00  ","N/A","N/A","N/A"
"285","Kaite Oboeru: Dora-Gana    ","DS","Sega  ","N/A","0.00m","27th Nov 08  ","N/A","0.00m","N/A"
"286","Kaite Oboeru: Eitango Chou    ","DSiW","Nintendo  ","N/A","N/A","17th Mar 10  ","N/A","N/A","N/A"
"287","Kaite Oboeru: Shashin Tango    ","DSiW","Nintendo  ","N/A","N/A","17th Mar 10  ","N/A","N/A","N/A"
"288","Kaite Shabette Hajimeyou! Monster Farm DS    ","DS","Tecmo  ","N/A","0.06m","12th Jul 07  ","N/A","0.06m","N/A"
"289","Kaite Tsukutte Asoberu: Dezaemon    ","SNES","Athena  ","N/A","N/A","20th Sep 94  ","N/A","N/A","N/A"
"290","KAITEN PATISSIER    ","XBL","Microsoft  ","N/A","N/A","05th Oct 09  ","N/A","N/A","N/A"
"291","Kaitou Apricot    ","DC","Takuyo  ","N/A","N/A","06th Mar 03  ","N/A","N/A","N/A"
"292","Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki    ","3DS","Bandai Namco Games  ","N/A","0.01m","25th Jun 15  ","N/A","0.01m","N/A"
"293","Kaitou Rousseau    ","DS","Namco  ","N/A","0.01m","15th Jun 06  ","N/A","0.01m","N/A"
"294","Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu    ","PSP","Alchemist  ","N/A","0.03m","25th Aug 11  ","N/A","0.03m","N/A"
"295","Kaiun Kenkyuuka - Utsukita Mahiro Kanshuu - Mainichi Kokorobics: DS Uranai Happiness 2008    ","DS","Dimple Entertainment  ","N/A","N/A","31st Jan 08  ","N/A","N/A","N/A"
"296","Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!    ","DS","Namco Bandai  ","N/A","0.03m","17th Nov 11  ","N/A","0.03m","N/A"
"297","Kaizou Chounin Shubibinman    ","PCE","NCS  ","N/A","N/A","18th Mar 89  ","N/A","N/A","N/A"
"298","Kaizou Chounin Shubibinman    ","VC","Hudson Soft  ","N/A","N/A","27th Mar 07  ","N/A","N/A","N/A"
"299","Kaizou Chounin Shubibinman    ","PSN","NCS  ","N/A","N/A","19th Jan 11  ","N/A","N/A","N/A"
"300","Kaizou Chounin Shubibinman 3: Ikai no Princess    ","PCE","NCS  ","N/A","N/A","28th Feb 92  ","N/A","N/A","N/A"
"301","Kaizou Chounin Shubibinman 3: Ikai no Princess    ","PSN","Unknown  ","N/A","N/A","20th Apr 11  ","N/A","N/A","N/A"
"302","Kajiri Kamui Kagura: Akebono no Hikari    ","PSV","Views  ","N/A","0.01m","25th Apr 13  ","N/A","0.01m","N/A"
"303","Kakikomi Shiki 'Hannya Shingyou' Renshuu Chou DS    ","DS","IE Institute  ","N/A","N/A","12th Apr 07  ","N/A","N/A","N/A"
"304","Kakinoki Shogi    ","3DO","ASCII Entertainment  ","N/A","N/A","21st Oct 94  ","N/A","N/A","N/A"
"305","Kakinoki Shogi    ","PS","ASCII Entertainment  ","N/A","N/A","22nd Dec 94  ","N/A","N/A","N/A"
"306","Kakinoki Shogi    ","SAT","ASCII Entertainment  ","N/A","N/A","14th Apr 95  ","N/A","N/A","N/A"
"307","Kakinoki Shogi    ","SNES","ASCII Entertainment  ","N/A","N/A","01st Sep 95  ","N/A","N/A","N/A"
"308","Kakinoki Shogi II    ","PS","ASCII Entertainment  ","N/A","N/A","26th Mar 98  ","N/A","N/A","N/A"
"309","Kakinoki Shogi IV    ","PS2","ASCII Entertainment  ","N/A","N/A","04th Mar 00  ","N/A","N/A","N/A"
"310","Kakitori Rekishi Shougakusei    ","DSiW","IE Institute  ","N/A","N/A","13th Jul 11  ","N/A","N/A","N/A"
"311","Kakuge-Yaro: Fighting Game Creator    ","PS","IPC Software  ","N/A","N/A","17th Feb 00  ","N/A","N/A","N/A"
"312","Kakutou Ryouri Densetsu Bistro Recipe: Wonder Battle Hen    ","WS","Banpresto  ","N/A","N/A","30th Sep 99  ","N/A","N/A","N/A"
"313","Kakyuusei    ","SAT","Elf  ","N/A","0.28m","25th Apr 97  ","N/A","0.28m","0.00m"
"314","Kakyuusei    ","PC","Elf  ","N/A","N/A","26th Jun 98  ","N/A","N/A","N/A"
"315","Kaleidoeve    ","PSV","HuneX  ","N/A","0.02m","22nd Jan 15  ","N/A","0.02m","N/A"
"316","Kaleidoscope    ","XBL","Microsoft  ","N/A","N/A","12th Feb 10  ","N/A","N/A","N/A"
"317","Kaleidoscope    ","PSN","Isquared Games  ","N/A","N/A","21st Sep 11  ","N/A","N/A","N/A"
"318","Kaleidoscope: Bankakyou    ","PC","Ange  ","N/A","N/A","07th Aug 99  ","N/A","N/A","N/A"
"319","Kalimba    ","PC","Microsoft Studios  ","N/A","N/A","22nd Apr 15  ","N/A","N/A","N/A"
"320","Kamaitachi no Yoru    ","SNES","ChunSoft  ","N/A","0.81m","25th Nov 94  ","N/A","0.81m","N/A"
"321","Kamaitachi no Yoru    ","VC","ChunSoft  ","N/A","N/A","13th Feb 07  ","N/A","N/A","N/A"
"322","Kamaitachi no Yoru 2    ","PS2","ChunSoft  ","N/A","0.36m","18th Jul 02  ","N/A","0.36m","N/A"
"323","Kamaitachi no Yoru 2: Tokubetsu Hen    ","PSP","ChunSoft  ","N/A","0.01m","25th May 06  ","N/A","0.01m","N/A"
"324","Kamaitachi no Yoru 2: Tokubetsu Hen     ","PS","ChunSoft  ","N/A","N/A","03rd Dec 98  ","N/A","N/A","N/A"
"325","Kamaitachi no Yoru Advance    ","GBA","ChunSoft  ","N/A","N/A","28th Jun 02  ","N/A","N/A","N/A"
"326","Kamaitachi no Yoru × 3    ","PS2","Sega  ","N/A","0.16m","27th Jul 06  ","N/A","0.16m","N/A"
"327","Kamaitachi no Yoru: Rinne Saisei    ","PSV","5pb  ","N/A","0.02m","16th Feb 17  ","N/A","0.02m","N/A"
"328","Kamaitachi: Hiiro no Sakeme    ","PC","Bellda Soft  ","N/A","N/A","30th Mar 01  ","N/A","N/A","N/A"
"329","Kamen no Maid Guy: Boyoyon Battle Royale    ","PSP","Gadget Soft  ","N/A","0.00m","26th Feb 09  ","N/A","0.00m","N/A"
"330","Kamen Rider    ","PS","Bandai  ","N/A","N/A","01st Oct 98  ","N/A","N/A","N/A"
"331","Kamen Rider    ","SNES","Bandai  ","N/A","N/A","12th Nov 93  ","N/A","N/A","N/A"
"332","Kamen Rider 555    ","PS2","Bandai  ","N/A","N/A","18th Dec 03  ","N/A","N/A","N/A"
"333","Kamen Rider Agito    ","PS","Bandai  ","N/A","N/A","29th Nov 01  ","N/A","N/A","N/A"
"334","Kamen Rider Battle: Ganbaride Card Battle Taisen    ","DS","Namco Bandai  ","N/A","0.14m","29th Jul 10  ","N/A","0.14m","N/A"
"335","Kamen Rider Black: Taiketsu Shadow Moon (FDS)    ","NES","Bandai  ","N/A","N/A","15th Apr 88  ","N/A","N/A","N/A"
"336","Kamen Rider Blade    ","PS2","Bandai  ","N/A","N/A","09th Dec 04  ","N/A","N/A","N/A"
"337","Kamen Rider Club: Gekitotsu Shocker Land    ","NES","Bandai  ","N/A","N/A","03rd Feb 88  ","N/A","N/A","N/A"
"338","Kamen Rider Hibiki    ","PS2","Bandai  ","N/A","N/A","01st Dec 05  ","N/A","N/A","N/A"
"339","Kamen Rider Kabuto    ","PS2","Namco Bandai  ","N/A","0.06m","30th Nov 06  ","N/A","0.06m","N/A"
"340","Kamen Rider Kuuga    ","PS","Bandai  ","N/A","N/A","21st Dec 00  ","N/A","N/A","N/A"
"341","Kamen Rider Ryuki    ","PS","Bandai  ","N/A","0.14m","28th Nov 02  ","N/A","0.13m","0.01m"
"342","Kamen Rider SD    ","GB","Yutaka  ","N/A","N/A","20th Aug 93  ","N/A","N/A","N/A"
"343","Kamen Rider SD: Guranshokkaa no Yabou    ","NES","Angel Studios  ","N/A","N/A","22nd Jan 93  ","N/A","N/A","N/A"
"344","Kamen Rider SD: Shutsugeki!! Rider Machine    ","SNES","Yutaka  ","N/A","N/A","09th Jul 93  ","N/A","N/A","N/A"
"345","Kamen Rider Travelers Record    ","3DS","Bandai Namco Games  ","N/A","0.08m","28th Nov 13  ","N/A","0.08m","N/A"
"346","Kamen Rider V3    ","PS","Bandai  ","N/A","N/A","14th Sep 00  ","N/A","N/A","N/A"
"347","Kamen Rider: Battride War    ","PS3","Namco Bandai Games  ","N/A","0.19m","23rd May 13  ","N/A","0.19m","N/A"
"348","Kamen Rider: Battride War Genesis    ","PSV","Namco Bandai Games  ","N/A","0.06m","25th Feb 16  ","N/A","0.06m","N/A"
"349","Kamen Rider: Battride War Genesis    ","PS3","Namco Bandai Games  ","N/A","0.06m","25th Feb 16  ","N/A","0.06m","N/A"
"350","Kamen Rider: Battride War Genesis    ","PS4","Namco Bandai Games  ","N/A","0.07m","25th Feb 16  ","N/A","0.07m","N/A"
"351","Kamen Rider: Battride War II    ","PS3","Namco Bandai Games  ","N/A","0.11m","26th Jun 14  ","N/A","0.11m","N/A"
"352","Kamen Rider: Battride War II    ","WiiU","Namco Bandai Games  ","N/A","0.02m","26th Jun 14  ","N/A","0.02m","N/A"
"353","Kamen Rider: Climax Fighters    ","PS4","Namco Bandai Games  ","N/A","0.03m","07th Dec 17  ","N/A","0.03m","N/A"
"354","Kamen Rider: Climax Heroes    ","PS2","Namco Bandai  ","N/A","0.11m","06th Aug 09  ","N/A","0.11m","N/A"
"355","Kamen Rider: Climax Heroes Fourze    ","PSP","Bandai  ","N/A","0.05m","01st Dec 11  ","N/A","0.05m","N/A"
"356","Kamen Rider: Climax Heroes Fourze    ","Wii","Bandai  ","N/A","0.12m","01st Dec 11  ","N/A","0.12m","N/A"
"357","Kamen Rider: Climax Heroes Fourze    ","PSN","Namco Bandai  ","N/A","N/A","01st Dec 11  ","N/A","N/A","N/A"
"358","Kamen Rider: Climax Heroes Fourze    ","Linux","Unknown  ","N/A","N/A","08th Apr 14  ","N/A","N/A","N/A"
"359","Kamen Rider: Climax Heroes Fourze    ","OSX","Unknown  ","N/A","N/A","08th Apr 14  ","N/A","N/A","N/A"
"360","Kamen Rider: Climax Heroes Fourze    ","PC","Unknown  ","N/A","N/A","08th Apr 14  ","N/A","N/A","N/A"
"361","Kamen Rider: Climax Heroes OOO    ","Wii","Namco Bandai  ","N/A","0.15m","02nd Dec 10  ","N/A","0.15m","N/A"
"362","Kamen Rider: Climax Heroes OOO    ","PSP","Namco Bandai  ","N/A","0.12m","02nd Dec 10  ","N/A","0.12m","N/A"
"363","Kamen Rider: Climax Heroes OOO    ","PC","Unknown  ","N/A","N/A","28th Jul 14  ","N/A","N/A","N/A"
"364","Kamen Rider: Climax Heroes W    ","Wii","Namco Bandai  ","N/A","0.10m","03rd Dec 09  ","N/A","0.10m","N/A"
"365","Kamen Rider: Climax Heroes W    ","PC","Unknown  ","N/A","N/A","01st Apr 14  ","N/A","N/A","N/A"
"366","Kamen Rider: Climax Scramble Zi-O    ","NS","Bandai Namco Games  ","N/A","0.03m","29th Nov 18  ","N/A","0.03m","N/A"
"367","Kamen Rider: Sakusen File 1    ","SAT","Toei Animation  ","N/A","N/A","13th Nov 97  ","N/A","N/A","N/A"
"368","Kamen Rider: Seigi no Keifu    ","PS2","Banpresto  ","N/A","N/A","27th Nov 03  ","N/A","N/A","N/A"
"369","Kamen Rider: SummonRide    ","WiiU","Namco Bandai Games  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"370","Kamen Rider: SummonRide    ","PS3","Namco Bandai Games  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"371","Kamen Rider: Super Climax Heroes    ","PSP","Namco Bandai Games  ","N/A","0.06m","29th Nov 12  ","N/A","0.06m","N/A"
"372","Kamen Rider: Super Climax Heroes    ","Wii","Namco Bandai Games  ","N/A","0.08m","29th Nov 12  ","N/A","0.08m","N/A"
"373","Kameni no Merchant!    ","DSiW","Namco Bandai  ","N/A","N/A","02nd Dec 09  ","N/A","N/A","N/A"
"374","Kameo: Elements of Power    ","XBL","Microsoft Game Studios  ","N/A","N/A","11th Aug 09  ","N/A","N/A","N/A"
"375","Kami Naru Kimi to    ","PSP","Idea Factory  ","N/A","0.02m","20th Oct 11  ","N/A","0.02m","N/A"
"376","Kami no Kijutsu: Illusion of the Evil Eyes    ","GBA","Konami  ","N/A","N/A","28th Mar 02  ","N/A","N/A","N/A"
"377","Kamidanomi Shisugite Ore no Mirai ga Yabai.    ","PSV","Entergram  ","N/A","0.01m","22nd Nov 17  ","N/A","0.01m","N/A"
"378","Kamigami no Asobi InFinite    ","PSV","Broccoli  ","N/A","0.02m","21st Apr 16  ","N/A","0.02m","N/A"
"379","Kamigami no Asobi: Ludere Deorum    ","PSP","Broccoli  ","N/A","0.03m","24th Oct 13  ","N/A","0.03m","N/A"
"380","Kamipani!    ","PC","Clochette  ","N/A","N/A","28th Mar 08  ","N/A","N/A","N/A"
"381","Kamiwaza    ","PS2","Acquire  ","N/A","0.05m","31st Aug 06  ","N/A","0.05m","N/A"
"382","Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!    ","3DS","FuRyu Corporation  ","N/A","0.02m","27th Oct 16  ","N/A","0.02m","N/A"
"383","Kamiyo Gakuen Makorouku Kurunugia    ","PS2","Idea Factory  ","N/A","0.01m","09th Oct 08  ","N/A","0.01m","N/A"
"384","Kamo no Hashikamo. Aimai Seikatsu no Susume    ","DS","ASCII Media Works  ","N/A","N/A","03rd Dec 09  ","N/A","N/A","N/A"
"385","Kan Colle Kai    ","PSV","Kadokawa Games  ","N/A","0.21m","18th Feb 16  ","N/A","0.21m","N/A"
"386","Kana Little Sister    ","PC","G-Collections  ","N/A","N/A","02nd Jul 02  ","N/A","N/A","N/A"
"387","Kana: Imouto    ","PSP","CyberFront  ","N/A","0.01m","07th Oct 10  ","N/A","0.01m","N/A"
"388","Kana: Imouto    ","PSN","CyberFront  ","N/A","N/A","24th Mar 11  ","N/A","N/A","N/A"
"389","Kandume Monsters    ","GB","I'Max  ","N/A","N/A","27th Mar 98  ","N/A","N/A","N/A"
"390","Kandume Monsters Parfait    ","GB","Starfish  ","N/A","N/A","04th Jun 99  ","N/A","N/A","N/A"
"391","Kane & Lynch 2: Dog Days    ","PC","Square Enix  ","N/A","0.07m","17th Aug 10  ","0.06m","N/A","0.01m"
"392","Kane & Lynch 2: Dog Days    ","XBL","Square Enix  ","N/A","N/A","08th Mar 11  ","N/A","N/A","N/A"
"393","Kane & Lynch: Dead Men    ","PC","Eidos Interactive  ","N/A","0.00m","20th Nov 07  ","0.00m","N/A","0.00m"
"394","Kane & Lynch: Dead Men    ","XBL","Eidos Interactive  ","N/A","N/A","27th Apr 10  ","N/A","N/A","N/A"
"395","Kangaroo    ","5200","Atari  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"396","Kanin Tokkyuu Matsuba: Nikuyoku no Gourmet Kikou    ","PC","Unknown  ","N/A","N/A","29th Jul 11  ","N/A","N/A","N/A"
"397","Kanji Boy    ","GB","J-Wing  ","N/A","N/A","03rd Jun 99  ","N/A","N/A","N/A"
"398","Kanji Boy 2    ","GB","J-Wing  ","N/A","N/A","30th Jun 00  ","N/A","N/A","N/A"
"399","Kanji Boy 3    ","GB","J-Wing  ","N/A","N/A","05th Jun 03  ","N/A","N/A","N/A"
"400","Kanji Calligraphy Training    ","DS","Unknown  ","N/A","0.02m","13th Mar 08  ","N/A","0.02m","N/A"
"401","Kanji no Wataridori    ","DS","Success  ","N/A","N/A","01st Jun 06  ","N/A","N/A","N/A"
"402","Kanji Sonomama DS Rakubiki Jiten    ","DS","Nintendo  ","N/A","0.07m","13th Apr 06  ","N/A","0.07m","N/A"
"403","Kannou Mukashibanashi Portable    ","PSP","Idea Factory  ","N/A","0.02m","20th Jan 12  ","N/A","0.02m","N/A"
"404","Kanojo no Shinyuu: H o Shitai Dake Nan Dakedo...    ","PC","GokuFero  ","N/A","N/A","15th Jul 11  ","N/A","N/A","N/A"
"405","Kanojo Step    ","PSV","Piacci  ","N/A","0.00m","21st Mar 18  ","N/A","0.00m","N/A"
"406","Kanokon: Esuii    ","PS2","5pb  ","N/A","0.01m","31st Jul 08  ","N/A","0.01m","N/A"
"407","Kanon    ","DC","NEC Interchannel   ","N/A","0.06m","14th Sep 00  ","N/A","0.06m","N/A"
"408","Kanon    ","PS2","NEC Interchannel   ","N/A","N/A","28th Feb 02  ","N/A","N/A","N/A"
"409","Kanon    ","PSP","Prototype  ","N/A","N/A","15th Feb 07  ","N/A","N/A","N/A"
"410","Kanon    ","PC","Key  ","N/A","N/A","04th Jun 99  ","N/A","N/A","N/A"
"411","Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS    ","DS","Nintendo  ","N/A","1.71m","26th Oct 06  ","N/A","1.71m","N/A"
"412","Kantan! Tanoshii! Okashi Navi DS    ","DS","KOEI  ","N/A","0.01m","13th Mar 08  ","N/A","0.01m","N/A"
"413","Kanuchi: Futatsu no Tsubasa    ","PSP","Idea Factory  ","N/A","N/A","16th Dec 10  ","N/A","N/A","N/A"
"414","Kanuchi: Kuroki Tsubasa no Shou    ","PS2","Idea Factory  ","N/A","N/A","23rd Apr 09  ","N/A","N/A","N/A"
"415","Kanuchi: Shiroki Tsubasa no Shou    ","PS2","Idea Factory  ","N/A","0.04m","02nd Oct 08  ","N/A","0.04m","N/A"
"416","Kanzen Chuuki Pro Yakyuu Greatest Nine    ","SAT","Sega  ","N/A","0.22m","26th May 95  ","N/A","0.22m","N/A"
"417","Kao the Kangaroo    ","DC","Titus  ","N/A","N/A","13th Feb 01  ","N/A","N/A","N/A"
"418","Kao the Kangaroo Round 2    ","XB","Atari  ","N/A","N/A","21st Mar 06  ","N/A","N/A","N/A"
"419","Kaotik Puzzle    ","XBL","Microsoft  ","N/A","N/A","30th Dec 09  ","N/A","N/A","N/A"
"420","Kappa no Kai-Kata: Katan Daibouken    ","GBA","Konami  ","N/A","N/A","17th Mar 05  ","N/A","N/A","N/A"
"421","Karada Yorokobu Shokuji & Exercise: Kenkou Kentei    ","DS","Yudo  ","N/A","N/A","15th Nov 07  ","N/A","N/A","N/A"
"422","Karakuchi! Dairoujou    ","DSiW","Kawamoto Industrial  ","N/A","N/A","03rd Mar 10  ","N/A","N/A","N/A"
"423","Karan Koron Gakuen: Byuarabu Hen    ","PS","J-Wing  ","N/A","N/A","20th Apr 00  ","N/A","N/A","N/A"
"424","Karan Koron Gakuen: Doki Doki Hen    ","PS","J-Wing  ","N/A","N/A","24th Feb 00  ","N/A","N/A","N/A"
"425","Karan Koron Gakuen: Munekyun Hen    ","PS","J-Wing  ","N/A","N/A","30th Mar 00  ","N/A","N/A","N/A"
"426","Karaoke Joysound Wii    ","Wii","Hudson Soft  ","N/A","0.25m","18th Dec 08  ","N/A","0.25m","N/A"
"427","Karaoke Joysound Wii DX    ","Wii","Hudson Soft  ","N/A","0.09m","26th Nov 09  ","N/A","0.09m","N/A"
"428","Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!     ","Wii","Hudson Soft  ","N/A","0.09m","09th Dec 10  ","N/A","0.09m","N/A"
"429","Karaoke Joysound Wii: Duet Kyokuhen    ","Wii","Hudson Soft  ","N/A","N/A","10th Jun 10  ","N/A","N/A","N/A"
"430","Karaoke Joysound Wii: Enka Kayoukyouku Hen    ","Wii","Hudson Soft  ","N/A","N/A","10th Jun 10  ","N/A","N/A","N/A"
"431","Karaoke Revolution American Idol Encore    ","XBL","Konami  ","N/A","N/A","11th Aug 09  ","N/A","N/A","N/A"
