"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"3765","Australian Rugby League    ","GEN","Electronic Arts  ","N/A","N/A","01st Jan 95  ","N/A","N/A","N/A"
"3766","Auto Assault    ","PC","NCSoft  ","N/A","N/A","13th Apr 06  ","N/A","N/A","N/A"
"3767","Auto Club Revolution    ","PC","Eutechnyx  ","N/A","N/A","29th Mar 12  ","N/A","N/A","N/A"
"3768","Auto Duel    ","PC","Origin Systems  ","N/A","N/A","01st Jan 85  ","N/A","N/A","N/A"
"3769","Autobahn Raser    ","PC","Koch Media  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"3770","AutoBahn Tokio    ","3DO","Sanyei Shobou   ","N/A","N/A","22nd Dec 95  ","N/A","N/A","N/A"
"3771","Autoduel    ","PC","Origin Systems  ","N/A","N/A","01st Jan 85  ","N/A","N/A","N/A"
"3772","AV Poker: World Gambler    ","PCE","Unknown  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"3773","Ava and Avior Save the Earth    ","And","Unknown  ","N/A","N/A","28th Nov 13  ","N/A","N/A","N/A"
"3774","Ava and Avior Save the Earth    ","WiiU","Unknown  ","N/A","N/A","24th Apr 14  ","N/A","N/A","N/A"
"3775","Avadon: The Black Fortress    ","PC","Spiderweb Software   ","N/A","N/A","02nd May 11  ","N/A","N/A","N/A"
"3776","AvaGlide    ","XBL","Microsoft  ","N/A","N/A","19th Jul 10  ","N/A","N/A","N/A"
"3777","Avalanche 2: Super Avalanche    ","PC","Midnight Magic Games  ","N/A","N/A","01st Apr 14  ","N/A","N/A","N/A"
"3778","Avalis Dungeon    ","XBL","Microsoft  ","N/A","N/A","21st Feb 11  ","N/A","N/A","N/A"
"3779","Avalis Dungeon 2    ","XBL","Microsoft  ","N/A","N/A","13th Sep 11  ","N/A","N/A","N/A"
"3780","Avalon Heroes    ","PC","Unknown  ","N/A","N/A","09th Feb 10  ","N/A","N/A","N/A"
"3781","Avatar Adventurers Online    ","XBL","Microsoft  ","N/A","N/A","13th Feb 11  ","N/A","N/A","N/A"
"3782","Avatar Aquarium    ","XBL","Microsoft  ","N/A","N/A","23rd Dec 09  ","N/A","N/A","N/A"
"3783","Avatar Avenue    ","XBL","Microsoft  ","N/A","N/A","04th Dec 09  ","N/A","N/A","N/A"
"3784","Avatar Bowman 2    ","XBL","Microsoft  ","N/A","N/A","06th Sep 10  ","N/A","N/A","N/A"
"3785","Avatar Casino Slots #1    ","XBL","Microsoft  ","N/A","N/A","25th Nov 09  ","N/A","N/A","N/A"
"3786","Avatar Connection    ","XBL","Microsoft  ","N/A","N/A","31st Aug 11  ","N/A","N/A","N/A"
"3787","Avatar Drop    ","XBL","Microsoft  ","N/A","N/A","03rd Sep 09  ","N/A","N/A","N/A"
"3788","Avatar Fantasy RPG    ","XBL","Microsoft  ","N/A","N/A","01st Jun 11  ","N/A","N/A","N/A"
"3789","Avatar Farm!    ","XBL","Microsoft  ","N/A","N/A","11th Aug 11  ","N/A","N/A","N/A"
"3790","Avatar Fighter    ","XBL","Microsoft  ","N/A","N/A","20th Mar 11  ","N/A","N/A","N/A"
"3791","Avatar Fighter Online    ","XBL","Microsoft  ","N/A","N/A","21st Sep 11  ","N/A","N/A","N/A"
"3792","Avatar Golf    ","XBL","Microsoft  ","N/A","N/A","02nd Sep 09  ","N/A","N/A","N/A"
"3793","Avatar Karting    ","XBL","Microsoft  ","N/A","N/A","02nd Jan 11  ","N/A","N/A","N/A"
"3794","Avatar Laser Wars    ","XBL","Microsoft  ","N/A","N/A","20th Oct 10  ","N/A","N/A","N/A"
"3795","Avatar Legends    ","XBL","Microsoft  ","N/A","N/A","26th May 11  ","N/A","N/A","N/A"
"3796","Avatar Match    ","XBL","Microsoft  ","N/A","N/A","17th Dec 09  ","N/A","N/A","N/A"
"3797","Avatar Ninja!    ","XBL","Microsoft  ","N/A","N/A","15th May 10  ","N/A","N/A","N/A"
"3798","Avatar Ninja! 2    ","XBL","Microsoft  ","N/A","N/A","07th Jul 11  ","N/A","N/A","N/A"
"3799","Avatar Onslaught    ","XBL","Microsoft  ","N/A","N/A","27th Apr 10  ","N/A","N/A","N/A"
"3800","Avatar Paintball    ","XBL","Microsoft  ","N/A","N/A","29th May 10  ","N/A","N/A","N/A"
"3801","Avatar Racedrome    ","XBL","Microsoft  ","N/A","N/A","14th May 10  ","N/A","N/A","N/A"
"3802","Avatar Rockets    ","XBL","Microsoft  ","N/A","N/A","08th Nov 09  ","N/A","N/A","N/A"
"3803","Avatar Run    ","XBL","Microsoft  ","N/A","N/A","02nd Jan 10  ","N/A","N/A","N/A"
"3804","Avatar Running    ","XBL","Microsoft  ","N/A","N/A","29th Aug 11  ","N/A","N/A","N/A"
"3805","Avatar Showdown    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3806","Avatar Slam Dunk    ","XBL","Microsoft  ","N/A","N/A","27th Aug 10  ","N/A","N/A","N/A"
"3807","Avatar Street Basketball 2    ","XBL","Microsoft  ","N/A","N/A","12th Sep 11  ","N/A","N/A","N/A"
"3808","Avatar Superstar    ","XBL","Microsoft  ","N/A","N/A","01st Jun 11  ","N/A","N/A","N/A"
"3809","Avatar Superstars Poker    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3810","Avatar Wave: Snowball Fight    ","XBL","Microsoft  ","N/A","N/A","17th Dec 09  ","N/A","N/A","N/A"
"3811","Avatar Without a Chute    ","XBL","Microsoft  ","N/A","N/A","29th Jun 11  ","N/A","N/A","N/A"
"3812","Avatar's Rock    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3813","Avatar: The Last Airbender    ","PS2","THQ  ","N/A","N/A","10th Oct 06  ","N/A","N/A","N/A"
"3814","Avatar: The Last Airbender    ","XB","THQ  ","N/A","N/A","10th Oct 06  ","N/A","N/A","N/A"
"3815","Avatar: The Last Airbender    ","GBA","THQ  ","N/A","N/A","10th Oct 06  ","N/A","N/A","N/A"
"3816","Avatar: The Last Airbender    ","PC","THQ  ","N/A","N/A","10th Oct 06  ","N/A","N/A","N/A"
"3817","Avatar: The Last Airbender    ","PSN","THQ  ","N/A","N/A","30th Sep 09  ","N/A","N/A","N/A"
"3818","Avatar: The Last Airbender - The Burning Earth    ","GBA","THQ  ","N/A","N/A","16th Oct 07  ","N/A","N/A","N/A"
"3819","Avatar: The Last Airbender - The Burning Earth    ","XBL","THQ  ","N/A","N/A","23rd Mar 10  ","N/A","N/A","N/A"
"3820","Avatars Don't Bleed    ","XBL","Microsoft  ","N/A","N/A","31st May 11  ","N/A","N/A","N/A"
"3821","Avencast: Rise of the Mage     ","PC","Lighthouse Interactive  ","N/A","N/A","08th Nov 07  ","N/A","N/A","N/A"
"3822","Avengers Alliance    ","BRW","Marvel Entertainment  ","N/A","N/A","01st Mar 12  ","N/A","N/A","N/A"
"3823","Avengers Alliance    ","And","Marvel Entertainment  ","N/A","N/A","13th Jun 13  ","N/A","N/A","N/A"
"3824","Avenging Spirit    ","3DS","Jaleco  ","N/A","N/A","11th Aug 11  ","N/A","N/A","N/A"
"3825","Avenging Spirit    ","GB","Jaleco  ","N/A","N/A","01st Dec 92  ","N/A","N/A","N/A"
"3826","Avernum    ","PC","Spiderweb Software   ","N/A","N/A","01st Jan 00  ","N/A","N/A","N/A"
"3827","Avernum 2    ","PC","Spiderweb Software   ","N/A","N/A","01st Jan 01  ","N/A","N/A","N/A"
"3828","Avernum 3    ","PC","Spiderweb Software   ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"3829","Avernum 4    ","PC","Spiderweb Software   ","N/A","N/A","02nd Mar 06  ","N/A","N/A","N/A"
"3830","Avernum 5    ","PC","Spiderweb Software   ","N/A","N/A","18th Feb 08  ","N/A","N/A","N/A"
"3831","Avernum 6    ","PC","Spiderweb Software   ","N/A","N/A","26th Feb 10  ","N/A","N/A","N/A"
"3832","Aveyond: Gates of Night    ","PC","Amaranth Games  ","N/A","N/A","18th Apr 14  ","N/A","N/A","N/A"
"3833","Avner    ","And","Corbomite Games  ","N/A","N/A","13th Jul 14  ","N/A","N/A","N/A"
"3834","Avoid - Sensory Overload    ","PC","Strategy First  ","N/A","N/A","08th Apr 14  ","N/A","N/A","N/A"
"3835","Awakening Kingdoms    ","PC","Big Fish Games  ","N/A","N/A","18th Dec 13  ","N/A","N/A","N/A"
"3836","Awakening: Moonfell Wood    ","OSX","Big Fish Games  ","N/A","N/A","06th May 11  ","N/A","N/A","N/A"
"3837","Awakening: Moonfell Wood    ","PC","Big Fish Games  ","N/A","N/A","26th Dec 10  ","N/A","N/A","N/A"
"3838","Awakening: The Black Tree    ","PC","Astragon  ","N/A","N/A","30th Sep 15  ","N/A","N/A","N/A"
"3839","Awakening: The Dreamless Castle    ","OSX","Big Fish Games  ","N/A","N/A","02nd Aug 10  ","N/A","N/A","N/A"
"3840","Awakening: The Dreamless Castle    ","PC","Big Fish Games  ","N/A","N/A","14th Feb 10  ","N/A","N/A","N/A"
"3841","Awakening: The Goblin Kingdom    ","OSX","Big Fish Games  ","N/A","N/A","25th Aug 11  ","N/A","N/A","N/A"
"3842","Awakening: The Goblin Kingdom    ","PC","Big Fish Games  ","N/A","0.00m","25th Aug 11  ","0.00m","N/A","0.00m"
"3843","Awakening: The Redleaf Forest    ","OSX","Big Fish Games  ","N/A","N/A","31st May 14  ","N/A","N/A","N/A"
"3844","Awakening: The Redleaf Forest    ","PC","Big Fish Games  ","N/A","N/A","31st May 14  ","N/A","N/A","N/A"
"3845","Awakening: The Skyward Castle    ","OSX","Big Fish Games  ","N/A","N/A","23rd Aug 12  ","N/A","N/A","N/A"
"3846","Awakening: The Skyward Castle    ","PC","Big Fish Games  ","N/A","N/A","23rd Aug 12  ","N/A","N/A","N/A"
"3847","Awakening: The Sunhook Spire    ","OSX","Big Fish Games  ","N/A","N/A","17th Aug 13  ","N/A","N/A","N/A"
"3848","Awakening: The Sunhook Spire    ","PC","Big Fish Games  ","N/A","N/A","17th Aug 13  ","N/A","N/A","N/A"
"3849","Awesome Golf    ","Lynx","Atari  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"3850","Awesome Possum Kicks Dr. Machino's Butt!    ","GEN","Tengen  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"3851","Awesome Tank    ","XBL","Microsoft  ","N/A","N/A","05th Apr 09  ","N/A","N/A","N/A"
"3852","Awesomenauts    ","PSN","DTP Entertainment  ","N/A","N/A","01st May 12  ","N/A","N/A","N/A"
"3853","Awesomenauts    ","XBL","DTP Entertainment  ","N/A","N/A","02nd May 12  ","N/A","N/A","N/A"
"3854","Awesomenauts    ","PC","Ronimo Games  ","N/A","N/A","02nd Aug 12  ","N/A","N/A","N/A"
"3855","Awesomenauts    ","PS4","DTP Entertainment  ","N/A","N/A","04th Mar 14  ","N/A","N/A","N/A"
"3856","Aworg (MN)    ","GEN","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"3857","Ax Battler: A Legend of Golden Axe    ","GG","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"3858","AXEH    ","XBL","Microsoft  ","N/A","N/A","14th Aug 10  ","N/A","N/A","N/A"
"3859","Axel & Pixel    ","XBL","2K Games  ","N/A","N/A","14th Oct 09  ","N/A","N/A","N/A"
"3860","Axelay    ","SNES","Konami Digital Entertainment  ","N/A","N/A","30th Sep 92  ","N/A","N/A","N/A"
"3861","Axelay    ","VC","Konami Digital Entertainment  ","N/A","N/A","12th Nov 07  ","N/A","N/A","N/A"
"3862","Axelerator    ","PC","Magic Bytes  ","N/A","N/A","31st Dec 97  ","N/A","N/A","N/A"
"3863","Axiom Overdrive    ","XBL","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3864","Axiom Verge    ","PC","Thomas Happ Games  ","N/A","N/A","14th May 15  ","N/A","N/A","N/A"
"3865","Axiom Verge    ","WiiU","Thomas Happ Games  ","N/A","N/A","01st Jan 17  ","N/A","N/A","N/A"
"3866","Axiom Verge    ","XOne","Thomas Happ Games  ","N/A","N/A","01st Jan 17  ","N/A","N/A","N/A"
"3867","Axis & Allies    ","PC","Atari  ","N/A","N/A","02nd Nov 04  ","N/A","N/A","N/A"
"3868","Aya and the Cubes of Light    ","WW","Unknown  ","N/A","N/A","22nd Sep 11  ","N/A","N/A","N/A"
"3869","Ayaka Shibito    ","PS2","Dimple Entertainment  ","N/A","N/A","31st Aug 06  ","N/A","N/A","N/A"
"3870","Ayaka Shibito    ","PC","Propeller  ","N/A","N/A","24th Jun 05  ","N/A","N/A","N/A"
"3871","Ayaka Shibito Portable    ","PSP","Dimple Entertainment  ","N/A","0.00m","19th Mar 09  ","N/A","0.00m","N/A"
"3872","Ayakashi Gohan: Oomori!    ","PSV","honeybee  ","N/A","0.01m","08th Oct 15  ","N/A","0.01m","N/A"
"3873","Ayakashi: Ghost Guild    ","And","Zynga  ","N/A","N/A","17th Oct 12  ","N/A","N/A","N/A"
"3874","Ayaturi Yousuri: Dream Note    ","PC","Undermoon  ","N/A","N/A","23rd Feb 07  ","N/A","N/A","N/A"
"3875","Ayrton Senna Kart Duel    ","PS","Sunsoft  ","N/A","N/A","01st Dec 96  ","N/A","N/A","N/A"
"3876","Ayrton Senna Kart Duel 2    ","PS","Sunsoft  ","N/A","N/A","01st Jan 98  ","N/A","N/A","N/A"
"3877","Ayrton Senna Kart Duel Special    ","PS","Gaps  ","N/A","N/A","28th Apr 99  ","N/A","N/A","N/A"
"3878","Ayrton Senna Personal Talk: Message for the Future    ","SAT","Sega  ","N/A","N/A","28th Apr 95  ","N/A","N/A","N/A"
"3879","Ayrton Senna's Super Monaco GP II    ","GEN","Sega  ","N/A","N/A","16th Jul 92  ","N/A","N/A","N/A"
"3880","Ayrton Senna's Super Monaco GP II    ","GG","Sega  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"3881","Ayrton Senna's Super Monaco GP II    ","MS","Sega  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"3882","Ayumi Kumi    ","PS","Affect  ","N/A","N/A","08th Apr 99  ","N/A","N/A","N/A"
"3883","Azada    ","PC","Encore  ","N/A","0.00m","01st Aug 07  ","0.00m","N/A","0.00m"
"3884","Azada    ","3DS","Licensed 4U  ","N/A","0.03m","01st May 14  ","0.03m","N/A","0.00m"
"3885","Azada: Ancient Magic    ","PC","Encore  ","N/A","0.00m","19th Dec 08  ","0.00m","N/A","0.00m"
"3886","Azangara    ","PC","Unknown  ","N/A","N/A","01st Jan 07  ","N/A","N/A","N/A"
"3887","Azarashi Sentai Inazuma: Doki Doki Daisakusen!?    ","GB","Omega Products  ","N/A","N/A","29th Mar 02  ","N/A","N/A","N/A"
"3888","Azito    ","PS","Astec 21  ","N/A","N/A","28th Feb 97  ","N/A","N/A","N/A"
"3889","Azito 2    ","PS","Banpresto  ","N/A","N/A","15th Oct 98  ","N/A","N/A","N/A"
"3890","Azito 3    ","PS","Banpresto  ","N/A","N/A","17th Feb 00  ","N/A","N/A","N/A"
"3891","Azito 3D    ","3DS","Hamster Corporation  ","N/A","N/A","03rd Nov 11  ","N/A","N/A","N/A"
"3892","Azito x Tatsunoko Legends    ","XOne","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3893","Azkend    ","PC","Myth People  ","N/A","N/A","19th Dec 07  ","N/A","N/A","N/A"
"3894","Azrael    ","PC","Survive  ","N/A","N/A","20th Dec 02  ","N/A","N/A","N/A"
"3895","Azrael's Tear    ","PC","Mindscape  ","N/A","N/A","30th Sep 96  ","N/A","N/A","N/A"
"3896","Aztaka    ","PC","Unknown  ","N/A","N/A","07th May 09  ","N/A","N/A","N/A"
"3897","Aztec Adventure    ","MS","Sega  ","N/A","N/A","01st Jan 88  ","N/A","N/A","N/A"
"3898","Aztec Ball    ","PC","Alexey Saenko  ","N/A","N/A","17th Jan 07  ","N/A","N/A","N/A"
"3899","Aztec Treasure Hunt    ","DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3900","Aztec Wars    ","PC","Summitsoft  ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"3901","Aztec: The Curse in the Heart of the City of Gold    ","PS","Cryo Interactive  ","N/A","N/A","27th Oct 00  ","N/A","N/A","N/A"
"3902","Aztez    ","PS4","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3903","Aztez    ","PSV","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3904","Aztez    ","WiiU","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3905","Aztez    ","XOne","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3906","Aztez    ","OSX","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3907","Aztez    ","Linux","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3908","Aztez    ","PC","Team Colorblind  ","N/A","N/A","01st Jan 15  ","N/A","N/A","N/A"
"3909","Azubi's Pool Of Bethesda    ","XBL","Microsoft  ","N/A","N/A","16th Sep 09  ","N/A","N/A","N/A"
"3910","Azumanga Daioh Advance    ","GBA","King Records  ","N/A","N/A","25th Apr 03  ","N/A","N/A","N/A"
"3911","Azumanga Donjara Daiou    ","PS","Bandai  ","N/A","N/A","18th Apr 02  ","N/A","N/A","N/A"
"3912","Azure Dreams    ","GB","Konami  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"3913","Azure Striker Gunvolt 2    ","3DS","Inti Creates  ","N/A","N/A","29th Sep 16  ","N/A","N/A","N/A"
"3914","Azure Striker Gunvolt: Striker Pack    ","3DS","Yacht Club Games  ","N/A","0.03m","04th Oct 16  ","N/A","0.03m","N/A"
"3915","B Team - Episode 1: Dust & Steel    ","DSiW","Unknown  ","N/A","N/A","30th May 11  ","N/A","N/A","N/A"
"3916","B Team - Episode 2: Ice & Venom    ","DSiW","Unknown  ","N/A","N/A","04th Aug 11  ","N/A","N/A","N/A"
"3917","B Team: Metal Cartoon Squad    ","DS","PlayV  ","N/A","N/A","20th Feb 09  ","N/A","N/A","N/A"
"3918","B's-LOG Party♪    ","PSP","Idea Factory  ","N/A","0.04m","20th May 10  ","N/A","0.04m","N/A"
"3919","B-1 Nuclear Bomber    ","PC","Unknown  ","N/A","N/A","01st Jan 81  ","N/A","N/A","N/A"
"3920","B-17 Flying Fortress    ","PC","Microprose  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"3921","B-17 Gunner: Air War Over Germany    ","PC","WizardWorks  ","N/A","N/A","20th May 01  ","N/A","N/A","N/A"
"3922","B-Boy    ","PS2","SouthPeak Interactive  ","N/A","N/A","15th Jul 08  ","N/A","N/A","N/A"
"3923","B-Boy    ","PSN","Sony Computer Entertainment  ","N/A","N/A","20th Nov 07  ","N/A","N/A","N/A"
"3924","B-Daman Baku Gaiden V: Final Mega Tune    ","GB","Media Factory  ","N/A","N/A","04th Feb 00  ","N/A","N/A","N/A"
"3925","B-Daman Baku Gaiden: Victory e no Michi    ","GB","Media Factory  ","N/A","N/A","29th Jan 99  ","N/A","N/A","N/A"
"3926","B-Units: Build It!    ","DS","505 Games  ","N/A","N/A","10th Sep 10  ","N/A","N/A","N/A"
"3927","B-Wings    ","NES","Data East  ","N/A","N/A","03rd Jun 86  ","N/A","N/A","N/A"
"3928","B.A.T.    ","PC","Ubisoft  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"3929","b.l.u.e.: Legend of Water    ","PS","Hudson Soft  ","N/A","0.04m","09th Jul 98  ","N/A","0.04m","N/A"
"3930","B.L.U.E.: Legend of Water    ","PS","Unknown  ","N/A","0.04m","N/A  ","N/A","0.04m","0.00m"
"3931","b.l.u.e.: Legend of Water    ","PSN","Hudson Soft  ","N/A","N/A","09th Jul 08  ","N/A","N/A","N/A"
"3932","B.O.B.    ","SNES","Electronic Arts  ","N/A","N/A","01st Jun 93  ","N/A","N/A","N/A"
"3933","B.O.B.    ","GEN","Electronic Arts  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"3934","Babe and Friends    ","GB","Crave Entertainment  ","N/A","N/A","30th Nov 99  ","N/A","N/A","N/A"
"3935","Babel no Tou    ","NES","Namco  ","N/A","N/A","18th Jul 86  ","N/A","N/A","N/A"
"3936","BABEL Rising    ","X360","Ubisoft  ","N/A","N/A","13th Jun 12  ","N/A","N/A","N/A"
"3937","BABEL Rising    ","PS3","Ubisoft  ","N/A","N/A","12th Jun 12  ","N/A","N/A","N/A"
"3938","BABEL Rising    ","PC","Ubisoft  ","N/A","N/A","07th Aug 12  ","N/A","N/A","N/A"
"3939","BABEL: The King of the Blocks    ","PSN","StormBASIC  ","N/A","N/A","02nd Jun 11  ","N/A","N/A","N/A"
"3940","Baby Boomer    ","NES","Color Dreams  ","N/A","N/A","01st Jan 89  ","N/A","N/A","N/A"
"3941","Baby Face    ","PC","Oz Club  ","N/A","N/A","24th Mar 00  ","N/A","N/A","N/A"
"3942","Baby Felix Halloween    ","GB","LSP Games  ","N/A","N/A","19th Dec 01  ","N/A","N/A","N/A"
"3943","Baby Felix Tennis    ","PS","LSP Games  ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"3944","Baby Jo in Going Home    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3945","Baby Jo: The Super Hero    ","PCE","Micro World  ","N/A","N/A","28th Aug 92  ","N/A","N/A","N/A"
"3946","Baby Luv    ","PC","GameMill  ","N/A","N/A","19th Nov 97  ","N/A","N/A","N/A"
"3947","Baby Maker Extreme    ","XBL","Microsoft  ","N/A","N/A","08th Apr 10  ","N/A","N/A","N/A"
"3948","Baby T-Rex    ","GB","Beam Software  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"3949","Baby Universe    ","PS","Sony Computer Entertainment  ","N/A","N/A","01st Oct 98  ","N/A","N/A","N/A"
"3950","Babysitting Mania    ","PC","iWin   ","N/A","N/A","02nd Jan 08  ","N/A","N/A","N/A"
"3951","Bachelor Party    ","2600","Mystique  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"3952","Bachelorette Party/Burning Desire    ","2600","Playaround  ","N/A","N/A","01st Jan 82  ","N/A","N/A","N/A"
"3953","Bachindaa    ","Wii","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3954","Back side of the Earth: Pilot Brothers 3     ","And","G5 Entertainment  ","N/A","N/A","05th Mar 14  ","N/A","N/A","N/A"
"3955","Back to Bed    ","PC","Bedtime Digital Games  ","N/A","N/A","06th Aug 14  ","N/A","N/A","N/A"
"3956","Back to Bed    ","iOS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3957","Back To Life 2    ","OSX","Strategy First  ","N/A","N/A","06th May 14  ","N/A","N/A","N/A"
"3958","Back To Life 2    ","PC","Strategy First  ","N/A","N/A","06th May 14  ","N/A","N/A","N/A"
"3959","Back to Stone    ","GBA","O~3 Entertainment  ","N/A","N/A","15th Dec 06  ","N/A","N/A","N/A"
"3960","Back to the Future    ","NES","LJN  ","N/A","N/A","01st Sep 89  ","N/A","N/A","N/A"
"3961","Back to the Future Part II    ","MS","Imageworks  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"3962","Back to the Future Part II    ","PC","Imageworks  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"3963","Back to the Future Part II & III    ","NES","LJN  ","N/A","N/A","01st Sep 90  ","N/A","N/A","N/A"
"3964","Back to the Future Part III    ","MS","Imageworks  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"3965","Back to the Future Part III    ","GEN","Arena Entertainment  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"3966","Back to the Future Part III    ","PC","Unknown  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"3967","Back to the Future: The Game    ","PC","Telltale Games  ","N/A","0.00m","23rd Dec 10  ","0.00m","N/A","0.00m"
"3968","Back to the Future: The Game    ","PSN","Telltale Games  ","N/A","N/A","15th Feb 11  ","N/A","N/A","N/A"
"3969","Back to the Future: The Game    ","XOne","Telltale Games  ","N/A","0.02m","13th Oct 15  ","0.02m","N/A","0.00m"
"3970","Back to the Future: The Game - Episode I: It's About Time    ","PC","Telltale Games  ","N/A","N/A","22nd Dec 10  ","N/A","N/A","N/A"
"3971","Back to the Future: The Game - Episode I: It's About Time    ","PSN","Telltale Games  ","N/A","N/A","15th Feb 11  ","N/A","N/A","N/A"
"3972","Back to the Future: The Game - Episode II: Get Tannen!    ","PC","Telltale Games  ","N/A","N/A","17th Feb 11  ","N/A","N/A","N/A"
"3973","Back to the Future: The Game - Episode II: Get Tannen!    ","PSN","Telltale Games  ","N/A","N/A","29th Mar 11  ","N/A","N/A","N/A"
"3974","Back to the Future: The Game - Episode III: Citizen Brown    ","PC","Telltale Games  ","N/A","N/A","03rd May 11  ","N/A","N/A","N/A"
"3975","Back to the Future: The Game - Episode III: Citizen Brown    ","PSN","Telltale Games  ","N/A","N/A","03rd May 11  ","N/A","N/A","N/A"
"3976","Back to the Future: The Game - Episode IV: Double Visions    ","PC","Telltale Games  ","N/A","N/A","07th Jun 11  ","N/A","N/A","N/A"
"3977","Back to the Future: The Game - Episode IV: Double Visions    ","PSN","Telltale Games  ","N/A","N/A","07th Jun 11  ","N/A","N/A","N/A"
"3978","Back to the Future: The Game - Episode V: OUTATIME    ","PC","Unknown  ","N/A","N/A","01st Jan 70  ","N/A","N/A","N/A"
"3979","Back to the Future: The Game - Episode V: OUTATIME    ","PSN","Telltale Games  ","N/A","N/A","26th Jul 11  ","N/A","N/A","N/A"
"3980","Back to the Garden    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3981","Backbreaker: Vengeance    ","XBL","505 Games  ","N/A","N/A","29th Jun 11  ","N/A","N/A","N/A"
"3982","Backgainer: Hishou-hen ""Uragiri no Senjou""    ","PS","Ving  ","N/A","N/A","29th Jan 98  ","N/A","N/A","N/A"
"3983","Backgainer: Hishou-hen ""Uragiri no Senjou""    ","SAT","Ving  ","N/A","N/A","01st Oct 98  ","N/A","N/A","N/A"
"3984","Backgainer: Kakusei-hen ""Gainer Tensei""    ","PS","Ving  ","N/A","N/A","25th Jun 98  ","N/A","N/A","N/A"
"3985","Backgainer: Kakusei-hen ""Gainer Tensei""    ","SAT","Ving  ","N/A","N/A","30th Jul 98  ","N/A","N/A","N/A"
"3986","Backgammon    ","PS","Phoenix Games  ","N/A","N/A","28th Mar 03  ","N/A","N/A","N/A"
"3987","Backgammon    ","GB","JVC  ","N/A","N/A","01st Dec 00  ","N/A","N/A","N/A"
"3988","Backgammon    ","2600","Atari  ","N/A","N/A","01st Jan 78  ","N/A","N/A","N/A"
"3989","Backgammon    ","PC","Fiendish Games  ","N/A","N/A","20th Aug 00  ","N/A","N/A","N/A"
"3990","Backgammon    ","DSiW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"3991","Backgammon 2000    ","PS","Unbalance  ","N/A","N/A","18th May 00  ","N/A","N/A","N/A"
"3992","Backgammon Blitz    ","PSV","VooFoo Studios  ","N/A","N/A","15th Apr 14  ","N/A","N/A","N/A"
"3993","Backgammon Blitz    ","PS3","VooFoo Studios  ","N/A","N/A","15th Apr 14  ","N/A","N/A","N/A"
"3994","Backgammon Blitz    ","PS4","VooFoo Studios  ","N/A","N/A","15th Apr 14  ","N/A","N/A","N/A"
