"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"7552","Half-Life: Generation    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"7553","Half-Life: Opposing Force    ","PC","Sierra Entertainment  ","N/A","N/A","01st Nov 99  ","N/A","N/A","N/A"
"7554","Half-Life: Platinum Collection    ","PC","Sierra Entertainment  ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"7555","Half-Life: Platinum Collection 2    ","PC","Sierra Entertainment  ","N/A","N/A","28th Aug 02  ","N/A","N/A","N/A"
"7556","Half-Life: Ricochet    ","PC","Valve  ","N/A","N/A","01st Nov 00  ","N/A","N/A","N/A"
"7557","Half-Life: Science and Industry    ","PC","Unknown  ","N/A","N/A","01st Jan 02  ","N/A","N/A","N/A"
"7558","Half-Life: Source    ","PC","Valve  ","N/A","N/A","04th Jun 04  ","N/A","N/A","N/A"
"7559","Half-Life: The Opera    ","PC","Unknown  ","N/A","N/A","01st Jan 00  ","N/A","N/A","N/A"
"7560","Half-Life: The Specialists    ","PC","Unknown  ","N/A","N/A","27th Jun 04  ","N/A","N/A","N/A"
"7561","Half-Life: They Hunger    ","PC","Black Widow Games  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"7562","Half-Minute Hero    ","PSN","Xseed Games  ","N/A","N/A","21st Oct 09  ","N/A","N/A","N/A"
"7563","Half-Minute Hero 2    ","PSP","Rising Star   ","N/A","0.04m","N/A  ","N/A","0.04m","N/A"
"7564","Half-Minute Hero 2    ","PC","Marvelous Entertainment  ","N/A","N/A","04th Apr 14  ","N/A","N/A","N/A"
"7565","Half-Minute Hero: Super Mega Neo Climax    ","XBL","Marvelous Interactive  ","N/A","N/A","29th Jun 11  ","N/A","N/A","N/A"
"7566","Halfbrick Blast Off    ","XBL","Microsoft  ","N/A","N/A","08th Apr 09  ","N/A","N/A","N/A"
"7567","Halfbrick Echoes    ","XBL","Microsoft  ","N/A","N/A","07th May 09  ","N/A","N/A","N/A"
"7568","Halfbrick Rocket Racing!    ","XBL","Microsoft  ","N/A","N/A","02nd Sep 09  ","N/A","N/A","N/A"
"7569","Halfbrick Rocket Racing!    ","PSN","Halfbrick Studios  ","N/A","N/A","11th Mar 10  ","N/A","N/A","N/A"
"7570","Halfway    ","PC","Chucklefish  ","N/A","N/A","22nd Jul 14  ","N/A","N/A","N/A"
"7571","Halfway    ","OSX","Chucklefish  ","N/A","N/A","22nd Jul 14  ","N/A","N/A","N/A"
"7572","Halfway    ","Linux","Chucklefish  ","N/A","N/A","22nd Jul 14  ","N/A","N/A","N/A"
"7573","Halley Wars    ","GG","Sega  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"7574","Hallowed Legends    ","PC","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"7575","Hallowed Legends: Samhain    ","PC","Focus Home Interactive  ","N/A","0.03m","04th Nov 11  ","0.03m","N/A","0.01m"
"7576","Hallowed Legends: Templar    ","PC","Big Fish Games  ","N/A","0.01m","08th May 15  ","0.01m","N/A","0.00m"
"7577","Halloween 360    ","XBL","Microsoft  ","N/A","N/A","18th Oct 09  ","N/A","N/A","N/A"
"7578","Halloween Racer    ","GB","Microids  ","N/A","N/A","01st Jan 99  ","N/A","N/A","N/A"
"7579","Halloween: Trick or Treat    ","DSiW","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"7580","Halloween: Trick or Treat 2    ","3DS","Microvalue  ","N/A","N/A","03rd Oct 13  ","N/A","N/A","N/A"
"7581","Halo 3    ","XBL","Microsoft Game Studios  ","N/A","N/A","20th Apr 10  ","N/A","N/A","N/A"
"7582","Halo 3: Heroic Map Pack    ","XBL","Microsoft Game Studios  ","N/A","N/A","11th Dec 07  ","N/A","N/A","N/A"
"7583","Halo 3: Legendary Map Pack    ","XBL","Microsoft Game Studios  ","N/A","N/A","15th Apr 08  ","N/A","N/A","N/A"
"7584","Halo 3: Mythic II Map Pack    ","XBL","Microsoft Game Studios  ","N/A","N/A","02nd Feb 10  ","N/A","N/A","N/A"
"7585","Halo 3: Mythic Map Pack    ","XBL","Microsoft Game Studios  ","N/A","N/A","09th Apr 09  ","N/A","N/A","N/A"
"7586","Halo 3: ODST    ","XBL","Microsoft Game Studios  ","N/A","N/A","05th Apr 11  ","N/A","N/A","N/A"
"7587","Halo Online    ","PC","Microsoft Studios  ","N/A","N/A","31st Dec 15  ","N/A","N/A","N/A"
"7588","Halo Wars    ","XBL","Microsoft Game Studios  ","N/A","N/A","26th Jan 10  ","N/A","N/A","N/A"
"7589","Halo Wars 2    ","PC","THQ Nordic  ","N/A","0.02m","21st Feb 17  ","0.02m","N/A","0.00m"
"7590","Halo Wars: Historic Battles    ","XBL","Microsoft Game Studios  ","N/A","N/A","21st Jul 09  ","N/A","N/A","N/A"
"7591","Halo Wars: Strategic Options    ","XBL","Microsoft Game Studios  ","N/A","N/A","19th May 09  ","N/A","N/A","N/A"
"7592","Halo Waypoint    ","XBL","Microsoft Game Studios  ","N/A","N/A","05th Nov 09  ","N/A","N/A","N/A"
"7593","Halo Zero    ","PC","Dobermann  ","N/A","N/A","01st Jan 05  ","N/A","N/A","N/A"
"7594","Halo: Combat Evolved    ","XBL","Microsoft Game Studios  ","N/A","N/A","04th Dec 07  ","N/A","N/A","N/A"
"7595","Halo: Reach    ","XBL","Microsoft Game Studios  ","N/A","N/A","15th Mar 11  ","N/A","N/A","N/A"
"7596","Halo: Reach - Defiant Map Pack    ","XBL","Microsoft Game Studios  ","N/A","N/A","15th Mar 11  ","N/A","N/A","N/A"
"7597","Halo: Reach - Noble Map Pack    ","XBL","Microsoft Game Studios  ","N/A","N/A","30th Nov 10  ","N/A","N/A","N/A"
"7598","Halo: Spartan Assault    ","WinP","Microsoft Studios  ","N/A","N/A","18th Jul 13  ","N/A","N/A","N/A"
"7599","Halo: Spartan Assault    ","PC","Microsoft Studios  ","N/A","N/A","18th Jul 13  ","N/A","N/A","N/A"
"7600","Halo: Spartan Assault    ","XBL","Microsoft Studios  ","N/A","N/A","31st Jan 14  ","N/A","N/A","N/A"
"7601","Halo: Spartan Assault    ","XOne","Microsoft Studios  ","N/A","N/A","23rd Dec 13  ","N/A","N/A","N/A"
"7602","Halo: Spartan Strike    ","WinP","Microsoft Studios  ","N/A","N/A","16th Apr 15  ","N/A","N/A","N/A"
"7603","Halo: Spartan Strike    ","PC","Microsoft Studios  ","N/A","N/A","25th Nov 14  ","N/A","N/A","N/A"
"7604","Hama no Tsuriken    ","PS","Success  ","N/A","N/A","24th Aug 00  ","N/A","N/A","N/A"
"7605","Hamatora: Look at Smoking World    ","3DS","FuRyu Corporation  ","N/A","0.00m","17th Jul 14  ","N/A","0.00m","N/A"
"7606","Hamekomi Lucky Puzzle Wii Returns    ","WW","Tryfirst   ","N/A","N/A","29th Sep 09  ","N/A","N/A","N/A"
"7607","Hamepane Tokyo Myuu Myuu    ","GBA","Takara  ","N/A","N/A","11th Jul 02  ","N/A","N/A","N/A"
"7608","Hametsu no Mars    ","PS2","Idea Factory  ","N/A","N/A","26th May 05  ","N/A","N/A","N/A"
"7609","Hamilton's Great Adventure    ","PC","Unknown  ","N/A","N/A","31st May 11  ","N/A","N/A","N/A"
"7610","Hamilton's Great Adventure    ","PSN","Unknown  ","N/A","N/A","23rd Aug 11  ","N/A","N/A","N/A"
"7611","Hammer Heads Deluxe    ","PC","PopCap Games  ","N/A","N/A","21st Sep 06  ","N/A","N/A","N/A"
"7612","Hammerfight    ","PC","KranX Productions  ","N/A","N/A","19th Sep 09  ","N/A","N/A","N/A"
"7613","Hammerin' Harry    ","NES","Irem Software Engineering  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"7614","Hammerin' Harry: Ghost Breeding Company    ","GB","Irem Software Engineering  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"7615","Hammerin' Hero    ","PSN","Atlus  ","N/A","N/A","21st Oct 09  ","N/A","N/A","N/A"
"7616","Hammerwatch    ","Linux","Unknown  ","N/A","N/A","14th Aug 13  ","N/A","N/A","N/A"
"7617","Hammerwatch    ","OSX","Unknown  ","N/A","N/A","14th Aug 13  ","N/A","N/A","N/A"
"7618","Hammerwatch    ","PC","Unknown  ","N/A","N/A","14th Aug 13  ","N/A","N/A","N/A"
"7619","Hamster Club    ","GB","Jorudan  ","N/A","N/A","29th Oct 99  ","N/A","N/A","N/A"
"7620","Hamster Club 2    ","GB","Jorudan  ","N/A","N/A","15th Dec 00  ","N/A","N/A","N/A"
"7621","Hamster Club 3    ","GBA","Jorudan  ","N/A","0.36m","29th Mar 02  ","N/A","0.35m","0.01m"
"7622","Hamster Club 4: Shigessa Daidassou    ","GBA","Jorudan  ","N/A","0.29m","18th Jul 03  ","N/A","0.28m","0.01m"
"7623","Hamster Club Awasete Chu    ","GB","Jorudan  ","N/A","N/A","22nd Sep 00  ","N/A","N/A","N/A"
"7624","Hamster Club i    ","PS","Jorudan  ","N/A","N/A","28th Feb 02  ","N/A","N/A","N/A"
"7625","Hamster Club Oshiema Chu    ","GB","Jorudan  ","N/A","N/A","21st Sep 01  ","N/A","N/A","N/A"
"7626","Hamster Heroes    ","PC","Data Design Interactive  ","N/A","N/A","27th Jul 05  ","N/A","N/A","N/A"
"7627","Hamster Heroes    ","PS2","Metro 3D  ","N/A","N/A","15th Jul 05  ","N/A","N/A","N/A"
"7628","Hamster Monogatari 2 GBA    ","GBA","Culture Brain  ","N/A","N/A","19th Oct 01  ","N/A","N/A","N/A"
"7629","Hamster Monogatari 3 GBA    ","GBA","Culture Brain  ","N/A","N/A","24th Dec 02  ","N/A","N/A","N/A"
"7630","Hamster Monogatari 3EX 4 Special    ","GBA","Culture Brain  ","N/A","N/A","28th Nov 03  ","N/A","N/A","N/A"
"7631","Hamster Monogatari 64    ","N64","Culture Brain  ","N/A","N/A","06th Apr 01  ","N/A","N/A","N/A"
"7632","Hamster Monogatari Collection    ","GBA","Culture Brain  ","N/A","N/A","23rd May 03  ","N/A","N/A","N/A"
"7633","Hamster Monogatari GB + Magi Ham Mahou no Shoujo    ","GB","Culture Brain  ","N/A","N/A","09th Aug 02  ","N/A","N/A","N/A"
"7634","Hamster Paradise Advance    ","GBA","Atlus  ","N/A","N/A","19th Jul 02  ","N/A","N/A","N/A"
"7635","Hamster Paradise: Pure Heart    ","GBA","Atlus  ","N/A","N/A","11th Jul 03  ","N/A","N/A","N/A"
"7636","Hamster Tarou    ","GB","Jorudan  ","N/A","0.30m","29th Oct 99  ","N/A","0.30m","N/A"
"7637","Hamster to Kurasou    ","DS","Interchannel  ","N/A","N/A","21st Dec 06  ","N/A","N/A","N/A"
"7638","Hamster Universe    ","And","Atari Games(Midway)  ","N/A","N/A","05th May 14  ","N/A","N/A","N/A"
"7639","HamsterBall    ","PC","Brighter Minds Media  ","N/A","N/A","01st Jan 05  ","N/A","N/A","N/A"
"7640","HamsterBall    ","PSN","TikGames   ","N/A","N/A","25th Mar 10  ","N/A","N/A","N/A"
"7641","Hamtaro: Ham-Hams Unite!    ","GBC","Nintendo  ","N/A","0.56m","28th Oct 02  ","N/A","0.56m","0.00m"
"7642","Hamtaro: Rainbow Rescue    ","GBA","Nintendo  ","N/A","N/A","29th Oct 04  ","N/A","N/A","N/A"
"7643","Hana Oboro: Sengoku Denranki    ","PSV","Idea Factory  ","N/A","0.01m","19th Jan 17  ","N/A","0.01m","N/A"
"7644","Hana Taaka Daka!?    ","PCE","Taito  ","N/A","N/A","09th Aug 91  ","N/A","N/A","N/A"
"7645","Hana to Ikimono Rittai Zukan    ","3DS","Nintendo  ","N/A","0.04m","29th Sep 11  ","N/A","0.04m","N/A"
"7646","Hana to Otome ni Shukufuku o: Harekaze no Okurimono    ","PS2","Alchemist  ","N/A","0.02m","08th Jul 10  ","N/A","0.02m","N/A"
"7647","Hana to Otome ni Shukufuku o: Shunpuu no Okurimono Portable    ","PSP","Unknown  ","N/A","N/A","27th Oct 11  ","N/A","N/A","N/A"
"7648","Hana to Ryuu    ","PS","I'Max  ","N/A","N/A","13th Aug 98  ","N/A","N/A","N/A"
"7649","Hana Yori Dango: Another Love Story    ","GB","TDK Core  ","N/A","N/A","27th Jul 01  ","N/A","N/A","N/A"
"7650","Hanabi Fantast    ","PS","Magical Company  ","N/A","N/A","16th Jul 98  ","N/A","N/A","N/A"
"7651","Hanabi Hyakkei Advance    ","GBA","Aruze Corp  ","N/A","N/A","29th Jul 04  ","N/A","N/A","N/A"
"7652","Hanafuda Graffiti: Koi Monogatari    ","PS","I'Max  ","N/A","N/A","10th May 96  ","N/A","N/A","N/A"
"7653","Hanafuda Shiyouyo    ","WS","Kaga Tech  ","N/A","N/A","17th Feb 00  ","N/A","N/A","N/A"
"7654","Hanafuda Trump Mahjong: Depachika Wayounaka    ","GBA","Global A Entertainment  ","N/A","N/A","27th Jun 02  ","N/A","N/A","N/A"
"7655","Hanagumi Taisen Columns    ","SAT","Sega  ","N/A","0.12m","28th Mar 97  ","N/A","0.12m","N/A"
"7656","Hanagumi Taisen Columns 2    ","DC","Sega  ","N/A","N/A","06th Jan 00  ","N/A","N/A","N/A"
"7657","Hanakisou    ","PSP","Prototype  ","N/A","N/A","12th Aug 10  ","N/A","N/A","N/A"
"7658","Hanakisou    ","PS2","Prototype  ","N/A","N/A","06th Jul 06  ","N/A","N/A","N/A"
"7659","Hanaoni Twin Pack    ","PSP","Idea Factory  ","N/A","N/A","22nd Mar 12  ","N/A","N/A","N/A"
"7660","Hanaoni: Koisomeru Koku - Eikyuu no Shirushi    ","PSP","Idea Factory  ","N/A","0.04m","17th Mar 11  ","N/A","0.04m","N/A"
"7661","Hanaoni: Yume no Tsudzuki    ","PSP","Idea Factory  ","N/A","0.04m","22nd Mar 12  ","N/A","0.04m","N/A"
"7662","Hanasaku Manimani    ","PSP","5pb  ","N/A","0.01m","21st Nov 13  ","N/A","0.01m","N/A"
"7663","Hanasaku Manimani    ","PS3","5pb  ","N/A","N/A","21st Nov 13  ","N/A","N/A","N/A"
"7664","Hanasaku Manimani    ","PSV","5pb  ","N/A","0.01m","25th Sep 14  ","N/A","0.01m","N/A"
"7665","Hanayaka Kana Ware ga Ichizoku Twin Pack    ","PSP","Idea Factory  ","N/A","0.03m","08th Dec 11  ","N/A","0.03m","N/A"
"7666","Hanayaka Kana, Ware ga Ichizoku    ","PSP","Idea Factory  ","N/A","0.01m","01st Jul 10  ","N/A","0.01m","N/A"
"7667","Hanayaka Kana, Ware ga Ichizoku: Kinema Mosaic    ","PSP","Idea Factory  ","N/A","N/A","08th Dec 11  ","N/A","N/A","N/A"
"7668","Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar    ","PSP","Idea Factory  ","N/A","0.02m","11th Jul 13  ","N/A","0.02m","N/A"
"7669","Hanayamata: Yosakoi Live    ","PSV","Namco Bandai Games  ","N/A","0.02m","13th Nov 14  ","N/A","0.02m","N/A"
"7670","Hanayoi Romanesque: Ai to Kanashimi    ","PS2","Marvelous Interactive  ","N/A","0.00m","29th May 08  ","N/A","0.00m","N/A"
"7671","Hanayori Danshi: Koi Seyo Onago    ","DS","Konami  ","N/A","0.04m","10th Jul 08  ","N/A","0.04m","N/A"
"7672","Handball 16    ","XOne","Bigben Interactive  ","N/A","0.00m","27th Nov 15  ","0.00m","N/A","0.00m"
"7673","Handball 16    ","X360","Bigben Interactive  ","N/A","0.01m","27th Nov 15  ","0.01m","N/A","0.00m"
"7674","Handball 16    ","PSV","Bigben Interactive  ","N/A","0.00m","27th Nov 15  ","0.00m","N/A","0.00m"
"7675","Handball 16    ","PS4","Bigben Interactive  ","N/A","0.06m","27th Nov 15  ","0.05m","N/A","0.01m"
"7676","Handball 16    ","PS3","Bigben Interactive  ","N/A","0.03m","27th Nov 15  ","0.03m","N/A","0.00m"
"7677","Handball 16    ","PC","Bigben Interactive  ","N/A","0.01m","27th Nov 15  ","0.01m","N/A","0.00m"
"7678","Hands of Time    ","GB","Titus  ","N/A","N/A","02nd Oct 01  ","N/A","N/A","N/A"
"7679","Handsome x English: Inglez ni Koishite    ","DS","Unknown  ","N/A","N/A","N/A  ","N/A","N/A","N/A"
"7680","Handy Hockey    ","DSiW","ITL  ","N/A","N/A","07th Jul 10  ","N/A","N/A","N/A"
"7681","Handy Mahjong    ","DSiW","ITL  ","N/A","N/A","04th Nov 09  ","N/A","N/A","N/A"
"7682","Haneru no Tobira DS: Tanshuku Tetsudou no Yoru    ","DS","Namco Bandai  ","N/A","0.04m","06th Dec 07  ","N/A","0.04m","N/A"
"7683","Haneru no Tobira Wii: Girigirissu    ","Wii","Namco Bandai  ","N/A","0.02m","06th Dec 07  ","N/A","0.02m","N/A"
"7684","Hang On    ","MS","Sega  ","N/A","N/A","01st Jan 85  ","N/A","N/A","N/A"
"7685","Hang On & Astro Warrior    ","MS","Sega  ","N/A","N/A","01st Jan 86  ","N/A","N/A","N/A"
"7686","Hang On & Safari Hunt    ","MS","Sega  ","N/A","N/A","01st Jan 86  ","N/A","N/A","N/A"
"7687","Hang On & Safari Hunt    ","MS","Sega  ","N/A","N/A","01st Jan 86  ","N/A","N/A","N/A"
"7688","Hang On GP    ","SAT","Sega  ","N/A","0.07m","01st Jan 96  ","N/A","0.07m","N/A"
"7689","Hangeki    ","PC","Unknown  ","N/A","N/A","11th Aug 14  ","N/A","N/A","N/A"
"7690","Hanging With Friends    ","And","Zynga  ","N/A","N/A","29th Sep 11  ","N/A","N/A","N/A"
"7691","Hanging With Friends Free    ","3DS","Activision Publishing, Inc.  ","N/A","N/A","18th Apr 13  ","N/A","N/A","N/A"
"7692","Hangman    ","XBL","Microsoft  ","N/A","N/A","14th Oct 09  ","N/A","N/A","N/A"
"7693","Hangman's Revenge!    ","XBL","Microsoft  ","N/A","N/A","05th Jun 09  ","N/A","N/A","N/A"
"7694","Haniu Meijin no Omoshiro Shogi    ","SNES","Tomy Corporation  ","N/A","N/A","31st Mar 95  ","N/A","N/A","N/A"
"7695","Hanjuku Eiyuu 4: 7-Jin no Hanjuku Eiyuu    ","PS2","Square Enix  ","N/A","N/A","26th May 05  ","N/A","N/A","N/A"
"7696","Hanjuku Eiyuu Tai 3D    ","PS2","Square Enix  ","N/A","0.17m","26th Jun 03  ","N/A","0.17m","N/A"
"7697","Hanjuku Eiyuu: Aa, Sekaiyo Hanjukunare...!!    ","WS","Square  ","N/A","N/A","14th Feb 02  ","N/A","N/A","N/A"
"7698","Hanjuku Eiyuu: Aa, Sekaiyo Hanjukunare...!!    ","SNES","Square  ","N/A","N/A","19th Dec 92  ","N/A","N/A","N/A"
"7699","Hanjuku Hero    ","VC","Square Enix  ","N/A","N/A","30th Oct 07  ","N/A","N/A","N/A"
"7700","Hanjuku Hero    ","NES","Square  ","N/A","N/A","02nd Dec 88  ","N/A","N/A","N/A"
"7701","Hankou Shashin    ","SAT","Imagineer  ","N/A","0.03m","14th Jun 96  ","N/A","0.03m","N/A"
"7702","Hannah Montana: Pop Star Exclusive    ","DS","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"7703","Hannah Montana: Rock Out the Show    ","PSN","Disney Interactive Studios  ","N/A","N/A","22nd Oct 09  ","N/A","N/A","N/A"
"7704","Hannah Montana: The Movie    ","PC","Disney Interactive Studios  ","N/A","N/A","19th May 09  ","N/A","N/A","N/A"
"7705","Hannibal: Terror of Rome    ","PC","Matrix Games   ","N/A","N/A","18th Jun 14  ","N/A","N/A","N/A"
"7706","Hannspree Ten Kate Honda: SBK Superbike World Championship    ","PSN","Valcon Games  ","N/A","N/A","07th Sep 10  ","N/A","N/A","N/A"
"7707","Hans Christian Andersen: The Ugly Prince Duckling    ","PC","The Adventure Company  ","N/A","N/A","20th Mar 07  ","N/A","N/A","N/A"
"7708","Hansel & Gretel    ","PS2","Phoenix Games  ","N/A","N/A","24th Nov 06  ","N/A","N/A","N/A"
"7709","Hanshin Tigers DS    ","DS","Spike  ","N/A","0.01m","28th Aug 08  ","N/A","0.01m","N/A"
"7710","Hany in the Sky    ","PCE","FACE  ","N/A","N/A","01st Mar 89  ","N/A","N/A","N/A"
"7711","Hany on the Road    ","PCE","FACE  ","N/A","N/A","14th Sep 90  ","N/A","N/A","N/A"
"7712","Happily Ever After    ","PC","Lace Mamba Global  ","N/A","N/A","06th Apr 12  ","N/A","N/A","N/A"
"7713","Happiness! De-Lucks    ","PS2","Marvelous Interactive  ","N/A","0.02m","25th Jan 07  ","N/A","0.02m","N/A"
"7714","HappinessCharge PreCure! Kawarun Collection    ","3DS","Namco Bandai Games  ","N/A","0.03m","31st Jul 14  ","N/A","0.03m","N/A"
"7715","HAPPY    ","XBL","Microsoft  ","N/A","N/A","08th Sep 11  ","N/A","N/A","N/A"
"7716","Happy Bakery    ","DS","Rising Star   ","N/A","N/A","15th May 09  ","N/A","N/A","N/A"
"7717","Happy Birthday Mart    ","DSiW","Pixel Federation  ","N/A","N/A","19th Jul 10  ","N/A","N/A","N/A"
"7718","Happy Breeding    ","DC","Princess Soft  ","N/A","N/A","27th Feb 03  ","N/A","N/A","N/A"
"7719","Happy Charlie to Soratobu Carinval    ","PS3","Sony Computer Entertainment  ","N/A","N/A","01st Dec 11  ","N/A","N/A","N/A"
"7720","Happy Circus    ","3DS","Unknown  ","N/A","N/A","03rd Oct 13  ","N/A","N/A","N/A"
"7721","Happy Dance Collection    ","Wii","Namco Bandai  ","N/A","0.01m","23rd Oct 08  ","N/A","0.01m","N/A"
"7722","Happy Diet    ","PS","Unknown  ","N/A","N/A","26th Apr 01  ","N/A","N/A","N/A"
"7723","Happy Feet    ","PS2","Midway Games  ","N/A","N/A","14th Nov 06  ","N/A","N/A","N/A"
"7724","Happy Feet    ","GBA","Midway Games  ","N/A","N/A","14th Nov 06  ","N/A","N/A","N/A"
"7725","Happy Feet    ","PC","Midway Games  ","N/A","N/A","14th Nov 06  ","N/A","N/A","N/A"
"7726","Happy Hammerin'    ","WW","Gamebridge  ","N/A","N/A","01st Mar 10  ","N/A","N/A","N/A"
"7727","Happy Happy Clover    ","DS","TDK Core  ","N/A","N/A","14th Feb 08  ","N/A","N/A","N/A"
"7728","Happy Hippos World Tour    ","DS","Flashpoint Games  ","N/A","N/A","12th Nov 07  ","N/A","N/A","N/A"
"7729","Happy Holidays Halloween    ","WW","505 Games  ","N/A","N/A","18th Oct 10  ","N/A","N/A","N/A"
"7730","Happy Holidays: Christmas    ","WW","505 Games  ","N/A","N/A","21st Dec 09  ","N/A","N/A","N/A"
"7731","Happy Hotel    ","And","Stockpile Studio  ","N/A","N/A","07th May 13  ","N/A","N/A","N/A"
"7732","Happy Lesson: First Lesson    ","DC","Datam Polystar  ","N/A","N/A","28th Sep 00  ","N/A","N/A","N/A"
"7733","Happy Manager: Shiawase Zhuang no Kanrinin San    ","PS4","D3 Publisher  ","N/A","0.01m","11th Jan 18  ","N/A","0.01m","N/A"
"7734","Happy My Sweets    ","DS","Global A Entertainment  ","N/A","0.00m","09th Jan 09  ","N/A","0.00m","N/A"
"7735","Happy Pets    ","BRW","Crowdstar Inc  ","N/A","N/A","16th Nov 09  ","N/A","N/A","N/A"
"7736","Happy Street    ","And","Godzilab  ","N/A","N/A","06th Aug 12  ","N/A","N/A","N/A"
"7737","Happy Tree Friends: False Alarm    ","XBL","Sega  ","N/A","N/A","25th Jun 08  ","N/A","N/A","N/A"
"7738","Happy Tree Friends: False Alarm    ","PC","Sega  ","N/A","N/A","25th Jun 08  ","N/A","N/A","N/A"
"7739","Happy Trump 20    ","GBA","Success  ","N/A","N/A","14th Jan 05  ","N/A","N/A","N/A"
"7740","Happy Wars    ","X360","Unknown  ","N/A","N/A","12th Oct 12  ","N/A","N/A","N/A"
"7741","Happyface    ","XBL","Microsoft  ","N/A","N/A","03rd Jan 09  ","N/A","N/A","N/A"
"7742","Harakuju Tantei Gakuen: Steel Wood    ","PSP","Idea Factory  ","N/A","0.01m","22nd Apr 10  ","N/A","0.01m","N/A"
"7743","Harbinger    ","PC","DreamCatcher Interactive  ","N/A","N/A","26th Feb 03  ","N/A","N/A","N/A"
"7744","Harbor Escape    ","2600","Panda Entertainment  ","N/A","N/A","01st Jan 83  ","N/A","N/A","N/A"
"7745","Hard Corps: Uprising    ","PSN","Konami  ","N/A","N/A","15th Mar 11  ","N/A","N/A","N/A"
"7746","Hard Corps: Uprising    ","XBL","Konami  ","N/A","N/A","16th Feb 11  ","N/A","N/A","N/A"
"7747","Hard Drivin'    ","Lynx","Atari  ","N/A","N/A","30th Dec 91  ","N/A","N/A","N/A"
"7748","Hard Drivin'    ","GEN","Tengen  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"7749","Hard Drivin'    ","PC","Domark Software  ","N/A","N/A","01st Jan 90  ","N/A","N/A","N/A"
"7750","Hard Drivin' II    ","PC","Domark Software  ","N/A","N/A","01st Jan 92  ","N/A","N/A","N/A"
"7751","Hard Hitter 2    ","PS2","Midas Interactive Entertainment  ","N/A","N/A","14th Feb 03  ","N/A","N/A","N/A"
"7752","Hard Reset    ","PC","Kalypso Media  ","N/A","N/A","13th Mar 12  ","N/A","N/A","N/A"
"7753","Hard Rock Casino    ","PS2","Crave Entertainment  ","N/A","N/A","27th Nov 06  ","N/A","N/A","N/A"
"7754","Hard Rock Casino    ","PC","Mumbo Jumbo  ","N/A","N/A","09th Feb 04  ","N/A","N/A","N/A"
"7755","Hard to be a God    ","PC","Akella  ","N/A","N/A","19th Oct 07  ","N/A","N/A","N/A"
"7756","Hard Truck 2    ","PC","ValuSoft  ","N/A","0.00m","31st Dec 01  ","0.00m","N/A","N/A"
"7757","Hard Truck Tycoon    ","PC","ValuSoft  ","N/A","0.00m","01st Mar 06  ","0.00m","N/A","0.00m"
"7758","Hard Truck: 18 Wheels of Steel    ","PC","ValuSoft  ","N/A","N/A","31st Aug 02  ","N/A","N/A","N/A"
"7759","Hard-Hat Domo    ","DSiW","Nintendo  ","N/A","N/A","19th Oct 09  ","N/A","N/A","N/A"
"7760","HardBall 5    ","PC","Accolade  ","N/A","N/A","31st Oct 95  ","N/A","N/A","N/A"
"7761","HardBall III    ","GEN","Accolade  ","N/A","N/A","01st Jan 93  ","N/A","N/A","N/A"
"7762","Hardball!    ","GEN","Ballistic  ","N/A","N/A","01st Jan 91  ","N/A","N/A","N/A"
"7763","Hardcore Pinball    ","GBA","Telegames  ","N/A","N/A","16th Dec 02  ","N/A","N/A","N/A"
"7764","Hardest Game Ever 2    ","And","Orangenose Studios  ","N/A","N/A","22nd Mar 13  ","N/A","N/A","N/A"
"7765","HardGrip    ","Wii","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"7766","HardGrip    ","PS3","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"7767","HardGrip    ","X360","Unknown  ","N/A","N/A","31st Dec 20  ","N/A","N/A","N/A"
"7768","Hardware: Online Arena    ","PS2","Sony Computer Entertainment  ","N/A","N/A","07th Nov 03  ","N/A","N/A","N/A"
"7769","Hardware: Rivals    ","PS4","Sony Computer Entertainment  ","N/A","N/A","05th Jan 16  ","N/A","N/A","N/A"
"7770","Hardwood Backgammon    ","XBL","Silver Creek Entertainment  ","N/A","N/A","08th Dec 05  ","N/A","N/A","N/A"
"7771","Hardwood Backgammon    ","PC","Silver Creek Entertainment  ","N/A","N/A","14th Nov 06  ","N/A","N/A","N/A"
"7772","Hardwood Hearts    ","XBL","Silver Creek Entertainment  ","N/A","N/A","08th Dec 05  ","N/A","N/A","N/A"
"7773","Hardwood Spades    ","XBL","Silver Creek Entertainment  ","N/A","N/A","08th Dec 05  ","N/A","N/A","N/A"
